sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Combust III (dot),Fall Malefic,Lord of Crowns,Oracle,Stellar Explosion (pet)
371565,373305,Oracle,860,1.0,9720,8610,39960,1600,3440,2170
354775,373500,Combust III (dot),70,1.0,9720,8680,39960,1600,3440,2170
373255,374325,Fall Malefic,270,1.0,9720,8680,40230,1600,3440,2170
374475,375007,Auto,90,1.0,9810,8680,40230,1600,3440,2170
354775,376500,Combust III (dot),70,1.0,9810,8750,40230,1600,3440,2170
376455,377525,Fall Malefic,270,1.0,9810,8750,40500,1600,3440,2170
377675,378207,Auto,90,1.0,9900,8750,40500,1600,3440,2170
354775,379500,Combust III (dot),70,1.0,9900,8820,40500,1600,3440,2170
378765,379835,Fall Malefic,270,1.0,9900,8820,40770,1600,3440,2170
381575,382107,Auto,90,1.0,9990,8820,40770,1600,3440,2170
381075,382145,Fall Malefic,270,1.0,9990,8820,41040,1600,3440,2170
354775,382500,Combust III (dot),70,1.0,9990,8890,41040,1600,3440,2170
383385,384455,Fall Malefic,270,1.0,9990,8890,41310,1600,3440,2170
384775,385307,Auto,90,1.0,10080,8890,41310,1600,3440,2170
384805,385500,Combust III (dot),70,1.0,10080,8960,41310,1600,3440,2170
387115,388185,Fall Malefic,270,1.0,10080,8960,41580,1600,3440,2170
384805,388500,Combust III (dot),70,1.0,10080,9030,41580,1600,3440,2170
387975,388507,Auto,90,1.0,10170,9030,41580,1600,3440,2170
390315,391385,Fall Malefic,270,1.0,10170,9030,41850,1600,3440,2170
384805,391500,Combust III (dot),70,1.0,10170,9100,41850,1600,3440,2170
391175,391707,Auto,90,1.0,10260,9100,41850,1600,3440,2170
392625,393695,Fall Malefic,270,1.0,10260,9100,42120,1600,3440,2170
384805,394500,Combust III (dot),70,1.0,10260,9170,42120,1600,3440,2170
395435,395967,Auto,90,1.0,10350,9170,42120,1600,3440,2170
394935,396005,Fall Malefic,270,1.0,10350,9170,42390,1600,3440,2170
384805,397500,Combust III (dot),70,1.0,10350,9240,42390,1600,3440,2170
397245,398315,Fall Malefic,270,1.0,10350,9240,42660,1600,3440,2170
398635,399167,Auto,90,1.0,10440,9240,42660,1600,3440,2170
384805,400500,Combust III (dot),70,1.0,10440,9310,42660,1600,3440,2170
399555,400625,Fall Malefic,270,1.0,10440,9310,42930,1600,3440,2170
402365,402897,Auto,90,1.0,10530,9310,42930,1600,3440,2170
401865,402935,Fall Malefic,270,1.0,10530,9310,43200,1600,3440,2170
384805,403500,Combust III (dot),70,1.0,10530,9380,43200,1600,3440,2170
404175,405245,Fall Malefic,270,1.0,10530,9380,43470,1600,3440,2170
405565,406097,Auto,90,1.0,10620,9380,43470,1600,3440,2170
384805,406500,Combust III (dot),70,1.0,10620,9450,43470,1600,3440,2170
406485,407555,Fall Malefic,270,1.0,10620,9450,43740,1600,3440,2170
384805,409500,Combust III (dot),70,1.0,10620,9520,43740,1600,3440,2170
409295,409827,Auto,90,1.0,10710,9520,43740,1600,3440,2170
408795,409865,Fall Malefic,270,1.0,10710,9520,44010,1600,3440,2170
411105,412175,Fall Malefic,270,1.0,10710,9520,44280,1600,3440,2170
384805,412500,Combust III (dot),70,1.0,10710,9590,44280,1600,3440,2170
412495,413027,Auto,90,1.0,10800,9590,44280,1600,3440,2170
413416,414486,Fall Malefic,270,1.0,10800,9590,44550,1600,3440,2170
414836,415500,Combust III (dot),70,1.0,10800,9660,44550,1600,3440,2170
415695,416227,Auto,90,1.0,10890,9660,44550,1600,3440,2170
414836,418500,Combust III (dot),70,1.0,10890,9730,44550,1600,3440,2170
418036,419106,Fall Malefic,270,1.0,10890,9730,44820,1600,3440,2170
418895,419427,Auto,90,1.0,10980,9730,44820,1600,3440,2170
420346,421416,Fall Malefic,270,1.0,10980,9730,45090,1600,3440,2170
414836,421500,Combust III (dot),70,1.0,10980,9800,45090,1600,3440,2170
423156,423688,Auto,90,1.0,11070,9800,45090,1600,3440,2170
422656,423726,Fall Malefic,270,1.0,11070,9800,45360,1600,3440,2170
414836,424500,Combust III (dot),70,1.0,11070,9870,45360,1600,3440,2170
424966,426036,Fall Malefic,270,1.0,11070,9870,45630,1600,3440,2170
426356,426888,Auto,90,1.0,11160,9870,45630,1600,3440,2170
414836,427500,Combust III (dot),70,1.0,11160,9940,45630,1600,3440,2170
427276,428346,Fall Malefic,270,1.0,11160,9940,45900,1600,3440,2170
414836,430500,Combust III (dot),70,1.0,11160,10010,45900,1600,3440,2170
430086,430618,Auto,90,1.0,11250,10010,45900,1600,3440,2170
429586,430656,Fall Malefic,270,1.0,11250,10010,46170,1600,3440,2170
431706,431706,Stellar Explosion (pet),310,1.0,11250,10010,46170,1600,3440,2480
431896,432966,Fall Malefic,270,1.0,11250,10010,46440,1600,3440,2480
414836,433500,Combust III (dot),70,1.0,11250,10080,46440,1600,3440,2480
433286,433818,Auto,90,1.0,11340,10080,46440,1600,3440,2480
434206,435276,Fall Malefic,270,1.0,11340,10080,46710,1600,3440,2480
414836,436500,Combust III (dot),70,1.0,11340,10150,46710,1600,3440,2480
437016,437548,Auto,90,1.0,11430,10150,46710,1600,3440,2480
436516,437586,Fall Malefic,270,1.0,11430,10150,46980,1600,3440,2480
414836,439500,Combust III (dot),70,1.0,11430,10220,46980,1600,3440,2480
438826,439896,Fall Malefic,270,1.0,11430,10220,47250,1600,3440,2480
440216,440748,Auto,90,1.0,11520,10220,47250,1600,3440,2480
441136,442206,Fall Malefic,270,1.0,11520,10220,47520,1600,3440,2480
414836,442500,Combust III (dot),70,1.0,11520,10290,47520,1600,3440,2480
443946,444478,Auto,90,1.0,11610,10290,47520,1600,3440,2480
443446,444516,Fall Malefic,270,1.0,11610,10290,47790,1600,3440,2480
444866,445500,Combust III (dot),70,1.0,11610,10360,47790,1600,3440,2480
447146,447678,Auto,90,1.0,11700,10360,47790,1600,3440,2480
444866,448500,Combust III (dot),70,1.0,11700,10430,47790,1600,3440,2480
448066,449136,Fall Malefic,270,1.0,11700,10430,48060,1600,3440,2480
450876,451408,Auto,90,1.0,11790,10430,48060,1600,3440,2480
450376,451446,Fall Malefic,270,1.0,11790,10430,48330,1600,3440,2480
444866,451500,Combust III (dot),70,1.0,11790,10500,48330,1600,3440,2480
452686,453756,Fall Malefic,270,1.0,11790,10500,48600,1600,3440,2480
444866,454500,Combust III (dot),70,1.0,11790,10570,48600,1600,3440,2480
454076,454608,Auto,90,1.0,11880,10570,48600,1600,3440,2480
454996,456066,Fall Malefic,270,1.0,11880,10570,48870,1600,3440,2480
444866,457500,Combust III (dot),70,1.0,11880,10640,48870,1600,3440,2480
457806,458338,Auto,90,1.0,11970,10640,48870,1600,3440,2480
457306,458376,Fall Malefic,270,1.0,11970,10640,49140,1600,3440,2480
444866,460500,Combust III (dot),70,1.0,11970,10710,49140,1600,3440,2480
459616,460686,Fall Malefic,270,1.0,11970,10710,49410,1600,3440,2480
461006,461538,Auto,90,1.0,12060,10710,49410,1600,3440,2480
461926,462996,Fall Malefic,270,1.0,12060,10710,49680,1600,3440,2480
444866,463500,Combust III (dot),70,1.0,12060,10780,49680,1600,3440,2480
464736,465268,Auto,90,1.0,12150,10780,49680,1600,3440,2480
464236,465306,Fall Malefic,270,1.0,12150,10780,49950,1600,3440,2480
444866,466500,Combust III (dot),70,1.0,12150,10850,49950,1600,3440,2480
466546,467616,Fall Malefic,270,1.0,12150,10850,50220,1600,3440,2480
467936,468468,Auto,90,1.0,12240,10850,50220,1600,3440,2480
444866,469500,Combust III (dot),70,1.0,12240,10920,50220,1600,3440,2480
468856,469926,Fall Malefic,270,1.0,12240,10920,50490,1600,3440,2480
471666,472198,Auto,90,1.0,12330,10920,50490,1600,3440,2480
471166,472236,Fall Malefic,270,1.0,12330,10920,50760,1600,3440,2480
444866,472500,Combust III (dot),70,1.0,12330,10990,50760,1600,3440,2480
473476,474546,Fall Malefic,270,1.0,12330,10990,51030,1600,3440,2480
474866,475398,Auto,90,1.0,12420,10990,51030,1600,3440,2480
474896,478500,Combust III (dot),70,1.0,12420,11060,51030,1600,3440,2480
478596,479128,Auto,90,1.0,12510,11060,51030,1600,3440,2480
478096,479166,Fall Malefic,270,1.0,12510,11060,51300,1600,3440,2480
479516,480586,Fall Malefic,270,1.0,12510,11060,51570,1600,3440,2480
474896,481500,Combust III (dot),70,1.0,12510,11130,51570,1600,3440,2480
481796,482328,Auto,90,1.0,12600,11130,51570,1600,3440,2480
481826,482896,Fall Malefic,270,1.0,12600,11130,51840,1600,3440,2480
474896,484500,Combust III (dot),70,1.0,12600,11200,51840,1600,3440,2480
484136,485206,Fall Malefic,270,1.0,12600,11200,52110,1600,3440,2480
484996,485528,Auto,90,1.0,12690,11200,52110,1600,3440,2480
474896,487500,Combust III (dot),70,1.0,12690,11270,52110,1600,3440,2480
486447,487517,Fall Malefic,270,1.0,12690,11270,52380,1600,3440,2480
487687,488307,Lord of Crowns,400,1.0,12690,11270,52380,2000,3440,2480
488196,488728,Auto,90,1.0,12780,11270,52380,2000,3440,2480
488757,489827,Fall Malefic,270,1.0,12780,11270,52650,2000,3440,2480
474896,490500,Combust III (dot),70,1.0,12780,11340,52650,2000,3440,2480
491766,491766,Stellar Explosion (pet),310,1.0,12780,11340,52650,2000,3440,2790
491396,491928,Auto,90,1.0,12870,11340,52650,2000,3440,2790
491067,492137,Fall Malefic,270,1.0,12870,11340,52920,2000,3440,2790
491687,493427,Oracle,860,1.0,12870,11340,52920,2000,4300,2790
474896,493500,Combust III (dot),70,1.0,12870,11410,52920,2000,4300,2790
493377,494447,Fall Malefic,270,1.0,12870,11410,53190,2000,4300,2790
494596,495128,Auto,90,1.0,12960,11410,53190,2000,4300,2790
474896,496500,Combust III (dot),70,1.0,12960,11480,53190,2000,4300,2790
496577,497647,Fall Malefic,270,1.0,12960,11480,53460,2000,4300,2790
497796,498328,Auto,90,1.0,13050,11480,53460,2000,4300,2790
474896,499500,Combust III (dot),70,1.0,13050,11550,53460,2000,4300,2790
498887,499957,Fall Malefic,270,1.0,13050,11550,53730,2000,4300,2790
501697,502229,Auto,90,1.0,13140,11550,53730,2000,4300,2790
501197,502267,Fall Malefic,270,1.0,13140,11550,54000,2000,4300,2790
474896,502500,Combust III (dot),70,1.0,13140,11620,54000,2000,4300,2790
503507,504577,Fall Malefic,270,1.0,13140,11620,54270,2000,4300,2790
504897,505429,Auto,90,1.0,13230,11620,54270,2000,4300,2790
474896,505500,Combust III (dot),70,1.0,13230,11690,54270,2000,4300,2790
507237,508307,Fall Malefic,270,1.0,13230,11690,54540,2000,4300,2790
504927,508500,Combust III (dot),70,1.0,13230,11760,54540,2000,4300,2790
508097,508629,Auto,90,1.0,13320,11760,54540,2000,4300,2790
504927,511500,Combust III (dot),70,1.0,13320,11830,54540,2000,4300,2790
510437,511507,Fall Malefic,270,1.0,13320,11830,54810,2000,4300,2790
511297,511829,Auto,90,1.0,13410,11830,54810,2000,4300,2790
512747,513817,Fall Malefic,270,1.0,13410,11830,55080,2000,4300,2790
504927,514500,Combust III (dot),70,1.0,13410,11900,55080,2000,4300,2790
515557,516089,Auto,90,1.0,13500,11900,55080,2000,4300,2790
515057,516127,Fall Malefic,270,1.0,13500,11900,55350,2000,4300,2790
504927,517500,Combust III (dot),70,1.0,13500,11970,55350,2000,4300,2790
517367,518437,Fall Malefic,270,1.0,13500,11970,55620,2000,4300,2790
518757,519289,Auto,90,1.0,13590,11970,55620,2000,4300,2790
504927,520500,Combust III (dot),70,1.0,13590,12040,55620,2000,4300,2790
519677,520747,Fall Malefic,270,1.0,13590,12040,55890,2000,4300,2790
522487,523019,Auto,90,1.0,13680,12040,55890,2000,4300,2790
521987,523057,Fall Malefic,270,1.0,13680,12040,56160,2000,4300,2790
504927,523500,Combust III (dot),70,1.0,13680,12110,56160,2000,4300,2790
524297,525367,Fall Malefic,270,1.0,13680,12110,56430,2000,4300,2790
525687,526219,Auto,90,1.0,13770,12110,56430,2000,4300,2790
504927,526500,Combust III (dot),70,1.0,13770,12180,56430,2000,4300,2790
526607,527677,Fall Malefic,270,1.0,13770,12180,56700,2000,4300,2790
504927,529500,Combust III (dot),70,1.0,13770,12250,56700,2000,4300,2790
529417,529949,Auto,90,1.0,13860,12250,56700,2000,4300,2790
528917,529987,Fall Malefic,270,1.0,13860,12250,56970,2000,4300,2790
531227,532297,Fall Malefic,270,1.0,13860,12250,57240,2000,4300,2790
504927,532500,Combust III (dot),70,1.0,13860,12320,57240,2000,4300,2790
532617,533149,Auto,90,1.0,13950,12320,57240,2000,4300,2790
533537,534607,Fall Malefic,270,1.0,13950,12320,57510,2000,4300,2790
504927,535500,Combust III (dot),70,1.0,13950,12390,57510,2000,4300,2790
535817,536349,Auto,90,1.0,14040,12390,57510,2000,4300,2790
534957,538500,Combust III (dot),70,1.0,14040,12460,57510,2000,4300,2790
538157,539227,Fall Malefic,270,1.0,14040,12460,57780,2000,4300,2790
539017,539549,Auto,90,1.0,14130,12460,57780,2000,4300,2790
534957,541500,Combust III (dot),70,1.0,14130,12530,57780,2000,4300,2790
540467,541537,Fall Malefic,270,1.0,14130,12530,58050,2000,4300,2790
543277,543809,Auto,90,1.0,14220,12530,58050,2000,4300,2790
542777,543847,Fall Malefic,270,1.0,14220,12530,58320,2000,4300,2790
534957,544500,Combust III (dot),70,1.0,14220,12600,58320,2000,4300,2790
545087,546157,Fall Malefic,270,1.0,14220,12600,58590,2000,4300,2790
546477,547009,Auto,90,1.0,14310,12600,58590,2000,4300,2790
534957,547500,Combust III (dot),70,1.0,14310,12670,58590,2000,4300,2790
547397,548467,Fall Malefic,270,1.0,14310,12670,58860,2000,4300,2790
534957,550500,Combust III (dot),70,1.0,14310,12740,58860,2000,4300,2790
550207,550739,Auto,90,1.0,14400,12740,58860,2000,4300,2790
549707,550777,Fall Malefic,270,1.0,14400,12740,59130,2000,4300,2790
551827,551827,Stellar Explosion (pet),310,1.0,14400,12740,59130,2000,4300,3100
552017,553087,Fall Malefic,270,1.0,14400,12740,59400,2000,4300,3100
534957,553500,Combust III (dot),70,1.0,14400,12810,59400,2000,4300,3100
553407,553939,Auto,90,1.0,14490,12810,59400,2000,4300,3100
554327,555397,Fall Malefic,270,1.0,14490,12810,59670,2000,4300,3100
534957,556500,Combust III (dot),70,1.0,14490,12880,59670,2000,4300,3100
557137,557669,Auto,90,1.0,14580,12880,59670,2000,4300,3100
556637,557707,Fall Malefic,270,1.0,14580,12880,59940,2000,4300,3100
534957,559500,Combust III (dot),70,1.0,14580,12950,59940,2000,4300,3100
558947,560017,Fall Malefic,270,1.0,14580,12950,60210,2000,4300,3100
560337,560869,Auto,90,1.0,14670,12950,60210,2000,4300,3100
561258,562328,Fall Malefic,270,1.0,14670,12950,60480,2000,4300,3100
534957,562500,Combust III (dot),70,1.0,14670,13020,60480,2000,4300,3100
564068,564600,Auto,90,1.0,14760,13020,60480,2000,4300,3100
563568,564638,Fall Malefic,270,1.0,14760,13020,60750,2000,4300,3100
534957,565500,Combust III (dot),70,1.0,14760,13090,60750,2000,4300,3100
567268,567800,Auto,90,1.0,14850,13090,60750,2000,4300,3100
564988,568500,Combust III (dot),70,1.0,14850,13160,60750,2000,4300,3100
568188,569258,Fall Malefic,270,1.0,14850,13160,61020,2000,4300,3100
564988,571500,Combust III (dot),70,1.0,14850,13230,61020,2000,4300,3100
570998,571530,Auto,90,1.0,14940,13230,61020,2000,4300,3100
570498,571568,Fall Malefic,270,1.0,14940,13230,61290,2000,4300,3100
572808,573878,Fall Malefic,270,1.0,14940,13230,61560,2000,4300,3100
564988,574500,Combust III (dot),70,1.0,14940,13300,61560,2000,4300,3100
574198,574730,Auto,90,1.0,15030,13300,61560,2000,4300,3100
575118,576188,Fall Malefic,270,1.0,15030,13300,61830,2000,4300,3100
564988,577500,Combust III (dot),70,1.0,15030,13370,61830,2000,4300,3100
577928,578460,Auto,90,1.0,15120,13370,61830,2000,4300,3100
577428,578498,Fall Malefic,270,1.0,15120,13370,62100,2000,4300,3100
564988,580500,Combust III (dot),70,1.0,15120,13440,62100,2000,4300,3100
579738,580808,Fall Malefic,270,1.0,15120,13440,62370,2000,4300,3100
581128,581660,Auto,90,1.0,15210,13440,62370,2000,4300,3100
582048,583118,Fall Malefic,270,1.0,15210,13440,62640,2000,4300,3100
564988,583500,Combust III (dot),70,1.0,15210,13510,62640,2000,4300,3100
584858,585390,Auto,90,1.0,15300,13510,62640,2000,4300,3100
584358,585428,Fall Malefic,270,1.0,15300,13510,62910,2000,4300,3100
564988,586500,Combust III (dot),70,1.0,15300,13580,62910,2000,4300,3100
586668,587738,Fall Malefic,270,1.0,15300,13580,63180,2000,4300,3100
588058,588590,Auto,90,1.0,15390,13580,63180,2000,4300,3100
564988,589500,Combust III (dot),70,1.0,15390,13650,63180,2000,4300,3100
588978,590048,Fall Malefic,270,1.0,15390,13650,63450,2000,4300,3100
591788,592320,Auto,90,1.0,15480,13650,63450,2000,4300,3100
591288,592358,Fall Malefic,270,1.0,15480,13650,63720,2000,4300,3100
564988,592500,Combust III (dot),70,1.0,15480,13720,63720,2000,4300,3100
593598,594668,Fall Malefic,270,1.0,15480,13720,63990,2000,4300,3100
564988,595500,Combust III (dot),70,1.0,15480,13790,63990,2000,4300,3100
594988,595520,Auto,90,1.0,15570,13790,63990,2000,4300,3100
595018,598500,Combust III (dot),70,1.0,15570,13860,63990,2000,4300,3100
598718,599250,Auto,90,1.0,15660,13860,63990,2000,4300,3100
598218,599288,Fall Malefic,270,1.0,15660,13860,64260,2000,4300,3100
599638,600708,Fall Malefic,270,1.0,15660,13860,64530,2000,4300,3100
595018,601500,Combust III (dot),70,1.0,15660,13930,64530,2000,4300,3100
601918,602450,Auto,90,1.0,15750,13930,64530,2000,4300,3100
601948,603018,Fall Malefic,270,1.0,15750,13930,64800,2000,4300,3100
595018,604500,Combust III (dot),70,1.0,15750,14000,64800,2000,4300,3100
604258,605328,Fall Malefic,270,1.0,15750,14000,65070,2000,4300,3100
605118,605650,Auto,90,1.0,15840,14000,65070,2000,4300,3100
595018,607500,Combust III (dot),70,1.0,15840,14070,65070,2000,4300,3100
606568,607638,Fall Malefic,270,1.0,15840,14070,65340,2000,4300,3100
607808,608428,Lord of Crowns,400,1.0,15840,14070,65340,2400,4300,3100
608318,608850,Auto,90,1.0,15930,14070,65340,2400,4300,3100
608878,609948,Fall Malefic,270,1.0,15930,14070,65610,2400,4300,3100
595018,610500,Combust III (dot),70,1.0,15930,14140,65610,2400,4300,3100
611888,611888,Stellar Explosion (pet),310,1.0,15930,14140,65610,2400,4300,3410
611518,612050,Auto,90,1.0,16020,14140,65610,2400,4300,3410
611188,612258,Fall Malefic,270,1.0,16020,14140,65880,2400,4300,3410
595018,613500,Combust III (dot),70,1.0,16020,14210,65880,2400,4300,3410
611808,613548,Oracle,860,1.0,16020,14210,65880,2400,5160,3410
613498,614568,Fall Malefic,270,1.0,16020,14210,66150,2400,5160,3410
614718,615250,Auto,90,1.0,16110,14210,66150,2400,5160,3410
595018,616500,Combust III (dot),70,1.0,16110,14280,66150,2400,5160,3410
616698,617768,Fall Malefic,270,1.0,16110,14280,66420,2400,5160,3410
617918,618450,Auto,90,1.0,16200,14280,66420,2400,5160,3410
595018,619500,Combust III (dot),70,1.0,16200,14350,66420,2400,5160,3410
619008,620078,Fall Malefic,270,1.0,16200,14350,66690,2400,5160,3410
621818,622350,Auto,90,1.0,16290,14350,66690,2400,5160,3410
621318,622388,Fall Malefic,270,1.0,16290,14350,66960,2400,5160,3410
595018,622500,Combust III (dot),70,1.0,16290,14420,66960,2400,5160,3410
623628,624698,Fall Malefic,270,1.0,16290,14420,67230,2400,5160,3410
595018,625500,Combust III (dot),70,1.0,16290,14490,67230,2400,5160,3410
625018,625550,Auto,90,1.0,16380,14490,67230,2400,5160,3410
627358,628428,Fall Malefic,270,1.0,16380,14490,67500,2400,5160,3410
625048,628500,Combust III (dot),70,1.0,16380,14560,67500,2400,5160,3410
628218,628750,Auto,90,1.0,16470,14560,67500,2400,5160,3410
625048,631500,Combust III (dot),70,1.0,16470,14630,67500,2400,5160,3410
630558,631628,Fall Malefic,270,1.0,16470,14630,67770,2400,5160,3410
631418,631950,Auto,90,1.0,16560,14630,67770,2400,5160,3410
632868,633938,Fall Malefic,270,1.0,16560,14630,68040,2400,5160,3410
625048,634500,Combust III (dot),70,1.0,16560,14700,68040,2400,5160,3410
635678,636210,Auto,90,1.0,16650,14700,68040,2400,5160,3410
635178,636248,Fall Malefic,270,1.0,16650,14700,68310,2400,5160,3410
625048,637500,Combust III (dot),70,1.0,16650,14770,68310,2400,5160,3410
637489,638559,Fall Malefic,270,1.0,16650,14770,68580,2400,5160,3410
638878,639410,Auto,90,1.0,16740,14770,68580,2400,5160,3410
625048,640500,Combust III (dot),70,1.0,16740,14840,68580,2400,5160,3410
639799,640869,Fall Malefic,270,1.0,16740,14840,68850,2400,5160,3410
642609,643141,Auto,90,1.0,16830,14840,68850,2400,5160,3410
642109,643179,Fall Malefic,270,1.0,16830,14840,69120,2400,5160,3410
625048,643500,Combust III (dot),70,1.0,16830,14910,69120,2400,5160,3410
644419,645489,Fall Malefic,270,1.0,16830,14910,69390,2400,5160,3410
645809,646341,Auto,90,1.0,16920,14910,69390,2400,5160,3410
625048,646500,Combust III (dot),70,1.0,16920,14980,69390,2400,5160,3410
646729,647799,Fall Malefic,270,1.0,16920,14980,69660,2400,5160,3410
625048,649500,Combust III (dot),70,1.0,16920,15050,69660,2400,5160,3410
649539,650071,Auto,90,1.0,17010,15050,69660,2400,5160,3410
649039,650109,Fall Malefic,270,1.0,17010,15050,69930,2400,5160,3410
651349,652419,Fall Malefic,270,1.0,17010,15050,70200,2400,5160,3410
625048,652500,Combust III (dot),70,1.0,17010,15120,70200,2400,5160,3410
652739,653271,Auto,90,1.0,17100,15120,70200,2400,5160,3410
653659,654729,Fall Malefic,270,1.0,17100,15120,70470,2400,5160,3410
625048,655500,Combust III (dot),70,1.0,17100,15190,70470,2400,5160,3410
655939,656471,Auto,90,1.0,17190,15190,70470,2400,5160,3410
655079,658500,Combust III (dot),70,1.0,17190,15260,70470,2400,5160,3410
658279,659349,Fall Malefic,270,1.0,17190,15260,70740,2400,5160,3410
659139,659671,Auto,90,1.0,17280,15260,70740,2400,5160,3410
655079,661500,Combust III (dot),70,1.0,17280,15330,70740,2400,5160,3410
660589,661659,Fall Malefic,270,1.0,17280,15330,71010,2400,5160,3410
663399,663931,Auto,90,1.0,17370,15330,71010,2400,5160,3410
662899,663969,Fall Malefic,270,1.0,17370,15330,71280,2400,5160,3410
655079,664500,Combust III (dot),70,1.0,17370,15400,71280,2400,5160,3410
665209,666279,Fall Malefic,270,1.0,17370,15400,71550,2400,5160,3410
666599,667131,Auto,90,1.0,17460,15400,71550,2400,5160,3410
655079,667500,Combust III (dot),70,1.0,17460,15470,71550,2400,5160,3410
667519,668589,Fall Malefic,270,1.0,17460,15470,71820,2400,5160,3410
655079,670500,Combust III (dot),70,1.0,17460,15540,71820,2400,5160,3410
670329,670861,Auto,90,1.0,17550,15540,71820,2400,5160,3410
669829,670899,Fall Malefic,270,1.0,17550,15540,72090,2400,5160,3410
671949,671949,Stellar Explosion (pet),310,1.0,17550,15540,72090,2400,5160,3720
672139,673209,Fall Malefic,270,1.0,17550,15540,72360,2400,5160,3720
655079,673500,Combust III (dot),70,1.0,17550,15610,72360,2400,5160,3720
673529,674061,Auto,90,1.0,17640,15610,72360,2400,5160,3720
674449,675519,Fall Malefic,270,1.0,17640,15610,72630,2400,5160,3720
655079,676500,Combust III (dot),70,1.0,17640,15680,72630,2400,5160,3720
677259,677791,Auto,90,1.0,17730,15680,72630,2400,5160,3720
676759,677829,Fall Malefic,270,1.0,17730,15680,72900,2400,5160,3720
655079,679500,Combust III (dot),70,1.0,17730,15750,72900,2400,5160,3720
679069,680139,Fall Malefic,270,1.0,17730,15750,73170,2400,5160,3720
680459,680991,Auto,90,1.0,17820,15750,73170,2400,5160,3720
681379,682449,Fall Malefic,270,1.0,17820,15750,73440,2400,5160,3720
655079,682500,Combust III (dot),70,1.0,17820,15820,73440,2400,5160,3720
684189,684721,Auto,90,1.0,17910,15820,73440,2400,5160,3720
683689,684759,Fall Malefic,270,1.0,17910,15820,73710,2400,5160,3720
655079,685500,Combust III (dot),70,1.0,17910,15890,73710,2400,5160,3720
687389,687921,Auto,90,1.0,18000,15890,73710,2400,5160,3720
685109,688500,Combust III (dot),70,1.0,18000,15960,73710,2400,5160,3720
688309,689379,Fall Malefic,270,1.0,18000,15960,73980,2400,5160,3720
685109,691500,Combust III (dot),70,1.0,18000,16030,73980,2400,5160,3720
691119,691651,Auto,90,1.0,18090,16030,73980,2400,5160,3720
690619,691689,Fall Malefic,270,1.0,18090,16030,74250,2400,5160,3720
692929,693999,Fall Malefic,270,1.0,18090,16030,74520,2400,5160,3720
685109,694500,Combust III (dot),70,1.0,18090,16100,74520,2400,5160,3720
694319,694851,Auto,90,1.0,18180,16100,74520,2400,5160,3720
695239,696309,Fall Malefic,270,1.0,18180,16100,74790,2400,5160,3720
685109,697500,Combust III (dot),70,1.0,18180,16170,74790,2400,5160,3720
698049,698581,Auto,90,1.0,18270,16170,74790,2400,5160,3720
697549,698619,Fall Malefic,270,1.0,18270,16170,75060,2400,5160,3720
685109,700500,Combust III (dot),70,1.0,18270,16240,75060,2400,5160,3720
699859,700929,Fall Malefic,270,1.0,18270,16240,75330,2400,5160,3720
701249,701781,Auto,90,1.0,18360,16240,75330,2400,5160,3720
702169,703239,Fall Malefic,270,1.0,18360,16240,75600,2400,5160,3720
685109,703500,Combust III (dot),70,1.0,18360,16310,75600,2400,5160,3720
704979,705511,Auto,90,1.0,18450,16310,75600,2400,5160,3720
704479,705549,Fall Malefic,270,1.0,18450,16310,75870,2400,5160,3720
685109,706500,Combust III (dot),70,1.0,18450,16380,75870,2400,5160,3720
706789,707859,Fall Malefic,270,1.0,18450,16380,76140,2400,5160,3720
708179,708711,Auto,90,1.0,18540,16380,76140,2400,5160,3720
685109,709500,Combust III (dot),70,1.0,18540,16450,76140,2400,5160,3720
709099,710169,Fall Malefic,270,1.0,18540,16450,76410,2400,5160,3720
711910,712442,Auto,90,1.0,18630,16450,76410,2400,5160,3720
711410,712480,Fall Malefic,270,1.0,18630,16450,76680,2400,5160,3720
685109,712500,Combust III (dot),70,1.0,18630,16520,76680,2400,5160,3720
713720,714790,Fall Malefic,270,1.0,18630,16520,76950,2400,5160,3720
685109,715500,Combust III (dot),70,1.0,18630,16590,76950,2400,5160,3720
715110,715642,Auto,90,1.0,18720,16590,76950,2400,5160,3720
716030,717100,Fall Malefic,270,1.0,18720,16590,77220,2400,5160,3720
717450,718500,Combust III (dot),70,1.0,18720,16660,77220,2400,5160,3720
718310,718842,Auto,90,1.0,18810,16660,77220,2400,5160,3720
719760,720830,Fall Malefic,270,1.0,18810,16660,77490,2400,5160,3720
717450,721500,Combust III (dot),70,1.0,18810,16730,77490,2400,5160,3720
721510,722042,Auto,90,1.0,18900,16730,77490,2400,5160,3720
722070,723140,Fall Malefic,270,1.0,18900,16730,77760,2400,5160,3720
717450,724500,Combust III (dot),70,1.0,18900,16800,77760,2400,5160,3720
724710,725242,Auto,90,1.0,18990,16800,77760,2400,5160,3720
724380,725450,Fall Malefic,270,1.0,18990,16800,78030,2400,5160,3720
717450,727500,Combust III (dot),70,1.0,18990,16870,78030,2400,5160,3720
726690,727760,Fall Malefic,270,1.0,18990,16870,78300,2400,5160,3720
727910,728442,Auto,90,1.0,19080,16870,78300,2400,5160,3720
727930,728550,Lord of Crowns,400,1.0,19080,16870,78300,2800,5160,3720
729000,730070,Fall Malefic,270,1.0,19080,16870,78570,2800,5160,3720
