sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
668933,669600,Onslaught,150,1.0,18000,35960,13200,13300,18700,3600,7920,8800,7700,9500,18000,9240
670183,671343,Primal Rend,720,1.0,18000,35960,13200,13300,18700,3600,8640,8800,7700,9500,18000,9240
672037,672569,Auto,90,1.0,18090,35960,13200,13300,18700,3600,8640,8800,7700,9500,18000,9240
672683,673306,Fell Cleave,580,1.0,18090,36540,13200,13300,18700,3600,8640,8800,7700,9500,18000,9240
675184,675807,Fell Cleave,580,1.0,18090,37120,13200,13300,18700,3600,8640,8800,7700,9500,18000,9240
675397,675929,Auto,90,1.0,18180,37120,13200,13300,18700,3600,8640,8800,7700,9500,18000,9240
675809,676959,Primal Wrath,700,1.0,18180,37120,13200,13300,18700,3600,8640,8800,8400,9500,18000,9240
677684,678744,Primal Ruination,800,1.0,18180,37120,13200,13300,18700,3600,8640,9600,8400,9500,18000,9240
678757,679289,Auto,90,1.0,18270,37120,13200,13300,18700,3600,8640,9600,8400,9500,18000,9240
680184,680807,Fell Cleave,580,1.0,18270,37700,13200,13300,18700,3600,8640,9600,8400,9500,18000,9240
682117,682649,Auto,90,1.0,18360,37700,13200,13300,18700,3600,8640,9600,8400,9500,18000,9240
682684,683216,Heavy Swing,240,1.0,18360,37700,13440,13300,18700,3600,8640,9600,8400,9500,18000,9240
685184,685807,Maim,340,1.0,18360,37700,13440,13300,19040,3600,8640,9600,8400,9500,18000,9240
685477,686009,Auto,90,1.0,18450,37700,13440,13300,19040,3600,8640,9600,8400,9500,18000,9240
687684,689333,Storm's Eye,500,1.0,18450,37700,13440,13300,19040,3600,8640,9600,8400,10000,18000,9240
688837,689369,Auto,90,1.0,18540,37700,13440,13300,19040,3600,8640,9600,8400,10000,18000,9240
690184,690716,Heavy Swing,240,1.0,18540,37700,13680,13300,19040,3600,8640,9600,8400,10000,18000,9240
692197,692729,Auto,90,1.0,18630,37700,13680,13300,19040,3600,8640,9600,8400,10000,18000,9240
692684,693307,Maim,340,1.0,18630,37700,13680,13300,19380,3600,8640,9600,8400,10000,18000,9240
695557,696089,Auto,90,1.0,18720,37700,13680,13300,19380,3600,8640,9600,8400,10000,18000,9240
695184,696699,Storm's Path,500,1.0,18720,37700,13680,13300,19380,3600,8640,9600,8400,10000,18500,9240
697684,698307,Fell Cleave,580,1.0,18720,38280,13680,13300,19380,3600,8640,9600,8400,10000,18500,9240
698309,698932,Upheaval,420,1.0,18720,38280,13680,13300,19380,3600,8640,9600,8400,10000,18500,9660
698917,699449,Auto,90,1.0,18810,38280,13680,13300,19380,3600,8640,9600,8400,10000,18500,9660
700184,700716,Heavy Swing,240,1.0,18810,38280,13920,13300,19380,3600,8640,9600,8400,10000,18500,9660
702277,702809,Auto,90,1.0,18900,38280,13920,13300,19380,3600,8640,9600,8400,10000,18500,9660
702684,703307,Maim,340,1.0,18900,38280,13920,13300,19720,3600,8640,9600,8400,10000,18500,9660
705637,706169,Auto,90,1.0,18990,38280,13920,13300,19720,3600,8640,9600,8400,10000,18500,9660
705184,706699,Storm's Path,500,1.0,18990,38280,13920,13300,19720,3600,8640,9600,8400,10000,19000,9660
707684,708216,Heavy Swing,240,1.0,18990,38280,14160,13300,19720,3600,8640,9600,8400,10000,19000,9660
708997,709529,Auto,90,1.0,19080,38280,14160,13300,19720,3600,8640,9600,8400,10000,19000,9660
710184,710807,Maim,340,1.0,19080,38280,14160,13300,20060,3600,8640,9600,8400,10000,19000,9660
712357,712889,Auto,90,1.0,19170,38280,14160,13300,20060,3600,8640,9600,8400,10000,19000,9660
712684,713307,Fell Cleave,580,1.0,19170,38860,14160,13300,20060,3600,8640,9600,8400,10000,19000,9660
715717,716249,Auto,90,1.0,19260,38860,14160,13300,20060,3600,8640,9600,8400,10000,19000,9660
715184,716833,Storm's Eye,500,1.0,19260,38860,14160,13300,20060,3600,8640,9600,8400,10500,19000,9660
717684,718216,Heavy Swing,240,1.0,19260,38860,14400,13300,20060,3600,8640,9600,8400,10500,19000,9660
719077,719609,Auto,90,1.0,19350,38860,14400,13300,20060,3600,8640,9600,8400,10500,19000,9660
720184,720807,Maim,340,1.0,19350,38860,14400,13300,20400,3600,8640,9600,8400,10500,19000,9660
722437,722969,Auto,90,1.0,19440,38860,14400,13300,20400,3600,8640,9600,8400,10500,19000,9660
722684,724199,Storm's Path,500,1.0,19440,38860,14400,13300,20400,3600,8640,9600,8400,10500,19500,9660
725185,725717,Heavy Swing,240,1.0,19440,38860,14640,13300,20400,3600,8640,9600,8400,10500,19500,9660
725797,726329,Auto,90,1.0,19530,38860,14640,13300,20400,3600,8640,9600,8400,10500,19500,9660
727685,728622,Inner Chaos,700,1.0,19530,38860,14640,14000,20400,3600,8640,9600,8400,10500,19500,9660
728310,728933,Upheaval,420,1.0,19530,38860,14640,14000,20400,3600,8640,9600,8400,10500,19500,10080
728935,729602,Onslaught,150,1.0,19530,38860,14640,14000,20400,3750,8640,9600,8400,10500,19500,10080
729157,729689,Auto,90,1.0,19620,38860,14640,14000,20400,3750,8640,9600,8400,10500,19500,10080
730185,731345,Primal Rend,720,1.0,19620,38860,14640,14000,20400,3750,9360,9600,8400,10500,19500,10080
731385,732052,Onslaught,150,1.0,19620,38860,14640,14000,20400,3900,9360,9600,8400,10500,19500,10080
732517,733049,Auto,90,1.0,19710,38860,14640,14000,20400,3900,9360,9600,8400,10500,19500,10080
732685,733308,Fell Cleave,580,1.0,19710,39440,14640,14000,20400,3900,9360,9600,8400,10500,19500,10080
733310,733977,Onslaught,150,1.0,19710,39440,14640,14000,20400,4050,9360,9600,8400,10500,19500,10080
735185,735808,Fell Cleave,580,1.0,19710,40020,14640,14000,20400,4050,9360,9600,8400,10500,19500,10080
735877,736409,Auto,90,1.0,19800,40020,14640,14000,20400,4050,9360,9600,8400,10500,19500,10080
737685,738308,Fell Cleave,580,1.0,19800,40600,14640,14000,20400,4050,9360,9600,8400,10500,19500,10080
738310,739460,Primal Wrath,700,1.0,19800,40600,14640,14000,20400,4050,9360,9600,9100,10500,19500,10080
739237,739769,Auto,90,1.0,19890,40600,14640,14000,20400,4050,9360,9600,9100,10500,19500,10080
740185,741245,Primal Ruination,800,1.0,19890,40600,14640,14000,20400,4050,9360,10400,9100,10500,19500,10080
742597,743129,Auto,90,1.0,19980,40600,14640,14000,20400,4050,9360,10400,9100,10500,19500,10080
742685,743622,Inner Chaos,700,1.0,19980,40600,14640,14700,20400,4050,9360,10400,9100,10500,19500,10080
745185,745808,Maim,340,1.0,19980,40600,14640,14700,20740,4050,9360,10400,9100,10500,19500,10080
745957,746489,Auto,90,1.0,20070,40600,14640,14700,20740,4050,9360,10400,9100,10500,19500,10080
747685,748308,Fell Cleave,580,1.0,20070,41180,14640,14700,20740,4050,9360,10400,9100,10500,19500,10080
749317,749849,Auto,90,1.0,20160,41180,14640,14700,20740,4050,9360,10400,9100,10500,19500,10080
750185,751122,Inner Chaos,700,1.0,20160,41180,14640,15400,20740,4050,9360,10400,9100,10500,19500,10080
752677,753209,Auto,90,1.0,20250,41180,14640,15400,20740,4050,9360,10400,9100,10500,19500,10080
752685,754200,Storm's Path,500,1.0,20250,41180,14640,15400,20740,4050,9360,10400,9100,10500,20000,10080
