sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Blizzard III,Blizzard IV,Despair,Fire III,Fire IV,Flare Star,High Thunder,Paradox,Thunder (dot),Xenoglossy
126672,127832,Fire IV,85886.0,0,128679,133161,372852,213928,2693496,687599,91640,559202,394026,284874
128863,129623,High Thunder,23855.0,0,128679,133161,372852,213928,2693496,687599,115495,559202,394026,284874
129363,129895,Auto,0.0,0,128679,133161,372852,213928,2693496,687599,115495,559202,394026,284874
128863,130500,Thunder (dot),10778.0,0,128679,133161,372852,213928,2693496,687599,115495,559202,404804,284874
130332,131492,Fire IV,85886.0,0,128679,133161,372852,213928,2779382,687599,115495,559202,404804,284874
132663,133195,Auto,0.0,0,128679,133161,372852,213928,2779382,687599,115495,559202,404804,284874
132163,133323,Fire IV,85886.0,0,128679,133161,372852,213928,2865268,687599,115495,559202,404804,284874
128863,133500,Thunder (dot),10778.0,0,128679,133161,372852,213928,2865268,687599,115495,559202,415582,284874
133993,135153,Fire IV,85886.0,0,128679,133161,372852,213928,2951154,687599,115495,559202,415582,284874
128863,136500,Thunder (dot),10778.0,0,128679,133161,372852,213928,2951154,687599,115495,559202,426360,284874
136323,136855,Auto,0.0,0,128679,133161,372852,213928,2951154,687599,115495,559202,426360,284874
135823,136983,Fire IV,85886.0,0,128679,133161,372852,213928,3037040,687599,115495,559202,426360,284874
137653,138273,Flare Star,143147.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,426360,284874
138523,139143,Xenoglossy,141545.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,426360,426419
128863,139500,Thunder (dot),10778.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,437138,426419
139103,139635,Auto,0.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,437138,426419
140353,140973,Xenoglossy,141545.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,437138,567964
141883,142415,Auto,0.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,437138,567964
128863,142500,Thunder (dot),10778.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,447916,567964
142183,142803,Xenoglossy,141545.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,447916,709509
144013,144633,Xenoglossy,141545.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,447916,851054
144663,145195,Auto,0.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,447916,851054
128863,145500,Thunder (dot),10778.0,0,128679,133161,372852,213928,3037040,830746,115495,559202,458694,851054
145843,146333,Despair,100199.0,0,128679,133161,473051,213928,3037040,830746,115495,559202,458694,851054
147443,147975,Auto,0.0,0,128679,133161,473051,213928,3037040,830746,115495,559202,458694,851054
128863,148500,Thunder (dot),10778.0,0,128679,133161,473051,213928,3037040,830746,115495,559202,469472,851054
147993,148833,Blizzard III,42893.0,0,171572,133161,473051,213928,3037040,830746,115495,559202,469472,851054
