sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
574157,574689,Auto,90,1.0,9010,15390,17200,3200,13160,3200,8330,6380,6160,5700,4000,6600,4000,6000,4400,5500,12600,8460,12540,3200
576957,577757,Stone in Yellow,900,1.0,9010,15390,17200,3200,13160,3200,8330,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,8460,12540,3200
577457,577989,Auto,90,1.0,9010,15480,17200,3200,13160,3200,8330,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,8460,12540,3200
580257,581107,Thunder in Magenta,940,1.0,9010,15480,17200,3200,13160,3200,8330,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,12540,3200
580757,581289,Auto,90,1.0,9010,15570,17200,3200,13160,3200,8330,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,12540,3200
582757,583597,Fire in Red,490,1.0,9010,15570,17200,3200,13160,3200,8820,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,12540,3200
583717,584249,Auto,90,1.0,9010,15660,17200,3200,13160,3200,8820,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,12540,3200
585257,586147,Aero in Green,530,1.0,9540,15660,17200,3200,13160,3200,8820,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,12540,3200
586677,587209,Auto,90,1.0,9540,15750,17200,3200,13160,3200,8820,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,12540,3200
587757,588737,Water in Blue,570,1.0,9540,15750,17200,3200,13160,3200,8820,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13110,3200
590257,591097,Fire in Red,490,1.0,9540,15750,17200,3200,13160,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13110,3200
590757,591289,Auto,90,1.0,9540,15840,17200,3200,13160,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13110,3200
592757,593647,Aero in Green,530,1.0,10070,15840,17200,3200,13160,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13110,3200
593717,594249,Auto,90,1.0,10070,15930,17200,3200,13160,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13110,3200
595257,596237,Water in Blue,570,1.0,10070,15930,17200,3200,13160,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
596677,597209,Auto,90,1.0,10070,16020,17200,3200,13160,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
596757,598627,Comet in Black,940,1.0,10070,16020,17200,3200,14100,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
599637,600169,Auto,90,1.0,10070,16110,17200,3200,14100,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
600057,601927,Comet in Black,940,1.0,10070,16110,17200,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
602597,603129,Auto,90,1.0,10070,16200,17200,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
605157,605907,Blizzard in Cyan,860,1.0,10070,16200,18060,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
605657,606189,Auto,90,1.0,10070,16290,18060,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,13500,9400,13680,3200
608225,609025,Stone in Yellow,900,1.0,10070,16290,18060,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,14400,9400,13680,3200
608725,609257,Auto,90,1.0,10070,16380,18060,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,14400,9400,13680,3200
610695,611545,Thunder in Magenta,940,1.0,10070,16380,18060,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,14400,10340,13680,3200
611685,612217,Auto,90,1.0,10070,16470,18060,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,5500,14400,10340,13680,3200
611945,613195,Star Prism,1100,1.0,10070,16470,18060,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,6600,14400,10340,13680,3200
615035,615785,Blizzard in Cyan,860,1.0,10070,16470,18920,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,6600,14400,10340,13680,3200
615535,616067,Auto,90,1.0,10070,16560,18920,3200,15040,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,6600,14400,10340,13680,3200
616285,618155,Comet in Black,940,1.0,10070,16560,18920,3200,15980,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,6600,14400,10340,13680,3200
618495,619027,Auto,90,1.0,10070,16650,18920,3200,15980,3200,9310,6380,6160,5700,4000,6600,4000,6000,4400,6600,14400,10340,13680,3200
618755,619995,Rainbow Drip,1000,1.0,10070,16650,18920,3200,15980,3200,9310,6380,6160,5700,4000,6600,4000,7000,4400,6600,14400,10340,13680,3200
619455,620435,Winged Muse,800,1.0,10070,16650,18920,3200,15980,3200,9310,6380,6160,5700,4000,6600,4000,7000,4400,6600,14400,10340,13680,4000
621455,621987,Auto,90,1.0,10070,16740,18920,3200,15980,3200,9310,6380,6160,5700,4000,6600,4000,7000,4400,6600,14400,10340,13680,4000
621255,622635,Hammer Stamp,560,1.0,10070,16740,18920,3200,15980,3200,9310,6380,6720,5700,4000,6600,4000,7000,4400,6600,14400,10340,13680,4000
621955,623105,Mog of the Ages,1000,1.0,10070,16740,18920,3200,15980,3200,9310,6380,6720,5700,5000,6600,4000,7000,4400,6600,14400,10340,13680,4000
624415,624947,Auto,90,1.0,10070,16830,18920,3200,15980,3200,9310,6380,6720,5700,5000,6600,4000,7000,4400,6600,14400,10340,13680,4000
623755,625005,Hammer Brush,580,1.0,10070,16830,18920,3200,15980,3200,9310,6960,6720,5700,5000,6600,4000,7000,4400,6600,14400,10340,13680,4000
627375,627907,Auto,90,1.0,10070,16920,18920,3200,15980,3200,9310,6960,6720,5700,5000,6600,4000,7000,4400,6600,14400,10340,13680,4000
626255,628355,Polishing Hammer,600,1.0,10070,16920,18920,3200,15980,3200,9310,6960,6720,5700,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
631755,632287,Auto,90,1.0,10070,17010,18920,3200,15980,3200,9310,6960,6720,5700,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
635755,636287,Auto,90,1.0,10070,17100,18920,3200,15980,3200,9310,6960,6720,5700,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
639756,640288,Auto,90,1.0,10070,17190,18920,3200,15980,3200,9310,6960,6720,5700,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
640756,642096,Holy in White,570,1.0,10070,17190,18920,3200,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
641456,642436,Clawed Muse,800,1.0,10070,17190,18920,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
642716,643248,Auto,90,1.0,10070,17280,18920,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
646256,646788,Auto,90,1.0,10070,17370,18920,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
649056,649806,Blizzard in Cyan,860,1.0,10070,17370,19780,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
649556,650088,Auto,90,1.0,10070,17460,19780,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,14400,10340,13680,4000
652356,653156,Stone in Yellow,900,1.0,10070,17460,19780,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,13680,4000
652856,653388,Auto,90,1.0,10070,17550,19780,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,13680,4000
654856,655836,Water in Blue,570,1.0,10070,17550,19780,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14250,4000
655816,656348,Auto,90,1.0,10070,17640,19780,4000,15980,3200,9310,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14250,4000
657356,658196,Fire in Red,490,1.0,10070,17640,19780,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14250,4000
658776,659308,Auto,90,1.0,10070,17730,19780,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14250,4000
659856,660746,Aero in Green,530,1.0,10600,17730,19780,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14250,4000
662356,663336,Water in Blue,570,1.0,10600,17730,19780,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14820,4000
662856,663388,Auto,90,1.0,10600,17820,19780,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14820,4000
665656,666406,Blizzard in Cyan,860,1.0,10600,17820,20640,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14820,4000
666156,666688,Auto,90,1.0,10600,17910,20640,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,15300,10340,14820,4000
668956,669756,Stone in Yellow,900,1.0,10600,17910,20640,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,16200,10340,14820,4000
669456,669988,Auto,90,1.0,10600,18000,20640,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,16200,10340,14820,4000
672256,673106,Thunder in Magenta,940,1.0,10600,18000,20640,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,16200,11280,14820,4000
672756,673288,Auto,90,1.0,10600,18090,20640,4000,15980,3200,9800,6960,6720,6270,5000,7200,4000,7000,4400,6600,16200,11280,14820,4000
673756,675136,Hammer Stamp,560,1.0,10600,18090,20640,4000,15980,3200,9800,6960,7280,6270,5000,7200,4000,7000,4400,6600,16200,11280,14820,4000
675716,676248,Auto,90,1.0,10600,18180,20640,4000,15980,3200,9800,6960,7280,6270,5000,7200,4000,7000,4400,6600,16200,11280,14820,4000
676256,677506,Hammer Brush,580,1.0,10600,18180,20640,4000,15980,3200,9800,7540,7280,6270,5000,7200,4000,7000,4400,6600,16200,11280,14820,4000
678676,679208,Auto,90,1.0,10600,18270,20640,4000,15980,3200,9800,7540,7280,6270,5000,7200,4000,7000,4400,6600,16200,11280,14820,4000
678756,680856,Polishing Hammer,600,1.0,10600,18270,20640,4000,15980,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,16200,11280,14820,4000
681636,682168,Auto,90,1.0,10600,18360,20640,4000,15980,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,16200,11280,14820,4000
681256,683126,Comet in Black,940,1.0,10600,18360,20640,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,16200,11280,14820,4000
686356,687106,Blizzard in Cyan,860,1.0,10600,18360,21500,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,16200,11280,14820,4000
686856,687388,Auto,90,1.0,10600,18450,21500,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,16200,11280,14820,4000
689656,690456,Stone in Yellow,900,1.0,10600,18450,21500,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,11280,14820,4000
690156,690688,Auto,90,1.0,10600,18540,21500,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,11280,14820,4000
692956,693806,Thunder in Magenta,940,1.0,10600,18540,21500,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
693456,693988,Auto,90,1.0,10600,18630,21500,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
697456,697988,Auto,90,1.0,10600,18720,21500,4000,16920,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
698457,700327,Comet in Black,940,1.0,10600,18720,21500,4000,17860,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
700416,700948,Auto,90,1.0,10600,18810,21500,4000,17860,3200,9800,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
702757,703597,Fire in Red,490,1.0,10600,18810,21500,4000,17860,3200,10290,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
703376,703908,Auto,90,1.0,10600,18900,21500,4000,17860,3200,10290,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
705257,706147,Aero in Green,530,1.0,11130,18900,21500,4000,17860,3200,10290,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
706336,706868,Auto,90,1.0,11130,18990,21500,4000,17860,3200,10290,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,14820,4000
707757,708737,Water in Blue,570,1.0,11130,18990,21500,4000,17860,3200,10290,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,15390,4000
710257,711097,Fire in Red,490,1.0,11130,18990,21500,4000,17860,3200,10780,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,15390,4000
710757,711289,Auto,90,1.0,11130,19080,21500,4000,17860,3200,10780,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,15390,4000
712757,713647,Aero in Green,530,1.0,11660,19080,21500,4000,17860,3200,10780,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,15390,4000
713717,714249,Auto,90,1.0,11660,19170,21500,4000,17860,3200,10780,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,15390,4000
715257,716237,Water in Blue,570,1.0,11660,19170,21500,4000,17860,3200,10780,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,15960,4000
716677,717209,Auto,90,1.0,11660,19260,21500,4000,17860,3200,10780,7540,7280,6270,5000,7800,4000,7000,4400,6600,17100,12220,15960,4000
716757,718097,Holy in White,570,1.0,11660,19260,21500,4000,17860,3200,10780,7540,7280,6840,5000,7800,4000,7000,4400,6600,17100,12220,15960,4000
719637,720169,Auto,90,1.0,11660,19350,21500,4000,17860,3200,10780,7540,7280,6840,5000,7800,4000,7000,4400,6600,17100,12220,15960,4000
719257,720597,Holy in White,570,1.0,11660,19350,21500,4000,17860,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,17100,12220,15960,4000
723557,724307,Blizzard in Cyan,860,1.0,11660,19350,22360,4000,17860,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,17100,12220,15960,4000
724057,724589,Auto,90,1.0,11660,19440,22360,4000,17860,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,17100,12220,15960,4000
726857,727657,Stone in Yellow,900,1.0,11660,19440,22360,4000,17860,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,12220,15960,4000
727357,727889,Auto,90,1.0,11660,19530,22360,4000,17860,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,12220,15960,4000
729577,730427,Thunder in Magenta,940,1.0,11660,19530,22360,4000,17860,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,13160,15960,4000
730317,730849,Auto,90,1.0,11660,19620,22360,4000,17860,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,13160,15960,4000
730827,732697,Comet in Black,940,1.0,11660,19620,22360,4000,18800,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,13160,15960,4000
733277,733809,Auto,90,1.0,11660,19710,22360,4000,18800,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,13160,15960,4000
734517,735267,Blizzard in Cyan,860,1.0,11660,19710,23220,4000,18800,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,13160,15960,4000
736237,736769,Auto,90,1.0,11660,19800,23220,4000,18800,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,6600,18000,13160,15960,4000
735767,737017,Star Prism,1100,1.0,11660,19800,23220,4000,18800,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,7700,18000,13160,15960,4000
737637,739507,Comet in Black,940,1.0,11660,19800,23220,4000,19740,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,7700,18000,13160,15960,4000
739197,739729,Auto,90,1.0,11660,19890,23220,4000,19740,3200,10780,7540,7280,7410,5000,7800,4000,7000,4400,7700,18000,13160,15960,4000
740107,741347,Rainbow Drip,1000,1.0,11660,19890,23220,4000,19740,3200,10780,7540,7280,7410,5000,7800,4000,8000,4400,7700,18000,13160,15960,4000
742157,742689,Auto,90,1.0,11660,19980,23220,4000,19740,3200,10780,7540,7280,7410,5000,7800,4000,8000,4400,7700,18000,13160,15960,4000
742607,743987,Hammer Stamp,560,1.0,11660,19980,23220,4000,19740,3200,10780,7540,7840,7410,5000,7800,4000,8000,4400,7700,18000,13160,15960,4000
743307,744467,Fanged Muse,800,1.0,11660,19980,23220,4000,19740,4000,10780,7540,7840,7410,5000,7800,4000,8000,4400,7700,18000,13160,15960,4000
745117,745649,Auto,90,1.0,11660,20070,23220,4000,19740,4000,10780,7540,7840,7410,5000,7800,4000,8000,4400,7700,18000,13160,15960,4000
745107,746357,Hammer Brush,580,1.0,11660,20070,23220,4000,19740,4000,10780,8120,7840,7410,5000,7800,4000,8000,4400,7700,18000,13160,15960,4000
745807,747107,Retribution of the Madeen,1100,1.0,11660,20070,23220,4000,19740,4000,10780,8120,7840,7410,5000,7800,4000,8000,5500,7700,18000,13160,15960,4000
748077,748609,Auto,90,1.0,11660,20160,23220,4000,19740,4000,10780,8120,7840,7410,5000,7800,4000,8000,5500,7700,18000,13160,15960,4000
747607,749707,Polishing Hammer,600,1.0,11660,20160,23220,4000,19740,4000,10780,8120,7840,7410,5000,8400,4000,8000,5500,7700,18000,13160,15960,4000
750107,751347,Rainbow Drip,1000,1.0,11660,20160,23220,4000,19740,4000,10780,8120,7840,7410,5000,8400,4000,9000,5500,7700,18000,13160,15960,4000
