sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Blizzard III,Blizzard IV,Despair,Fire III,Fire IV,Flare Star,High Thunder,Paradox,Thunder (dot),Xenoglossy
488207,514500,Thunder (dot),60,1.0,13050,3770,3900,5950,4060,32400,9000,2550,15660,9900,18690
515008,516168,Fire IV,300,1.0,13050,3770,3900,5950,4060,32700,9000,2550,15660,9900,18690
488207,517500,Thunder (dot),60,1.0,13050,3770,3900,5950,4060,32700,9000,2550,15660,9960,18690
517588,518348,High Thunder,150,1.0,13050,3770,3900,5950,4060,32700,9000,2700,15660,9960,18690
518088,518620,Auto,90,1.0,13140,3770,3900,5950,4060,32700,9000,2700,15660,9960,18690
519307,520467,Fire IV,300,1.0,13140,3770,3900,5950,4060,33000,9000,2700,15660,9960,18690
517588,520500,Thunder (dot),60,1.0,13140,3770,3900,5950,4060,33000,9000,2700,15660,10020,18690
521958,522490,Auto,90,1.0,13230,3770,3900,5950,4060,33000,9000,2700,15660,10020,18690
521458,522618,Fire IV,300,1.0,13230,3770,3900,5950,4060,33300,9000,2700,15660,10020,18690
517588,523500,Thunder (dot),60,1.0,13230,3770,3900,5950,4060,33300,9000,2700,15660,10080,18690
523608,524768,Fire IV,300,1.0,13230,3770,3900,5950,4060,33600,9000,2700,15660,10080,18690
517588,526500,Thunder (dot),60,1.0,13230,3770,3900,5950,4060,33600,9000,2700,15660,10140,18690
526258,526790,Auto,90,1.0,13320,3770,3900,5950,4060,33600,9000,2700,15660,10140,18690
525758,526918,Fire IV,300,1.0,13320,3770,3900,5950,4060,33900,9000,2700,15660,10140,18690
527908,529068,Fire IV,300,1.0,13320,3770,3900,5950,4060,34200,9000,2700,15660,10140,18690
517588,529500,Thunder (dot),60,1.0,13320,3770,3900,5950,4060,34200,9000,2700,15660,10200,18690
530058,530678,Flare Star,500,1.0,13320,3770,3900,5950,4060,34200,9500,2700,15660,10200,18690
530558,531090,Auto,90,1.0,13410,3770,3900,5950,4060,34200,9500,2700,15660,10200,18690
530988,531658,Paradox,540,1.0,13410,3770,3900,5950,4060,34200,9500,2700,16200,10200,18690
517588,532500,Thunder (dot),60,1.0,13410,3770,3900,5950,4060,34200,9500,2700,16200,10260,18690
533138,533628,Despair,350,1.0,13410,3770,3900,6300,4060,34200,9500,2700,16200,10260,18690
533838,534370,Auto,90,1.0,13500,3770,3900,6300,4060,34200,9500,2700,16200,10260,18690
517588,535500,Thunder (dot),60,1.0,13500,3770,3900,6300,4060,34200,9500,2700,16200,10320,18690
535288,536128,Blizzard III,290,1.0,13500,4060,3900,6300,4060,34200,9500,2700,16200,10320,18690
537118,537650,Auto,90,1.0,13590,4060,3900,6300,4060,34200,9500,2700,16200,10320,18690
517588,538500,Thunder (dot),60,1.0,13590,4060,3900,6300,4060,34200,9500,2700,16200,10380,18690
538658,539818,Blizzard IV,300,1.0,13590,4060,4200,6300,4060,34200,9500,2700,16200,10380,18690
539588,540258,Paradox,540,1.0,13590,4060,4200,6300,4060,34200,9500,2700,16740,10380,18690
540398,540930,Auto,90,1.0,13680,4060,4200,6300,4060,34200,9500,2700,16740,10380,18690
517588,541500,Thunder (dot),60,1.0,13680,4060,4200,6300,4060,34200,9500,2700,16740,10440,18690
541738,543028,Fire III,290,1.0,13680,4060,4200,6300,4350,34200,9500,2700,16740,10440,18690
543678,544210,Auto,90,1.0,13770,4060,4200,6300,4350,34200,9500,2700,16740,10440,18690
517588,544500,Thunder (dot),60,1.0,13770,4060,4200,6300,4350,34200,9500,2700,16740,10500,18690
545108,546268,Fire IV,300,1.0,13770,4060,4200,6300,4350,34500,9500,2700,16740,10500,18690
517588,547500,Thunder (dot),60,1.0,13770,4060,4200,6300,4350,34500,9500,2700,16740,10560,18690
547688,548448,High Thunder,150,1.0,13770,4060,4200,6300,4350,34500,9500,2850,16740,10560,18690
548188,548720,Auto,90,1.0,13860,4060,4200,6300,4350,34500,9500,2850,16740,10560,18690
547688,550500,Thunder (dot),60,1.0,13860,4060,4200,6300,4350,34500,9500,2850,16740,10620,18690
549408,550568,Fire IV,300,1.0,13860,4060,4200,6300,4350,34800,9500,2850,16740,10620,18690
552058,552590,Auto,90,1.0,13950,4060,4200,6300,4350,34800,9500,2850,16740,10620,18690
551558,552718,Fire IV,300,1.0,13950,4060,4200,6300,4350,35100,9500,2850,16740,10620,18690
547688,553500,Thunder (dot),60,1.0,13950,4060,4200,6300,4350,35100,9500,2850,16740,10680,18690
553708,554868,Fire IV,300,1.0,13950,4060,4200,6300,4350,35400,9500,2850,16740,10680,18690
547688,556500,Thunder (dot),60,1.0,13950,4060,4200,6300,4350,35400,9500,2850,16740,10740,18690
556358,556890,Auto,90,1.0,14040,4060,4200,6300,4350,35400,9500,2850,16740,10740,18690
555858,557018,Fire IV,300,1.0,14040,4060,4200,6300,4350,35700,9500,2850,16740,10740,18690
558008,559168,Fire IV,300,1.0,14040,4060,4200,6300,4350,36000,9500,2850,16740,10740,18690
547688,559500,Thunder (dot),60,1.0,14040,4060,4200,6300,4350,36000,9500,2850,16740,10800,18690
560159,560779,Flare Star,500,1.0,14040,4060,4200,6300,4350,36000,10000,2850,16740,10800,18690
560659,561191,Auto,90,1.0,14130,4060,4200,6300,4350,36000,10000,2850,16740,10800,18690
561089,561759,Paradox,540,1.0,14130,4060,4200,6300,4350,36000,10000,2850,17280,10800,18690
547688,562500,Thunder (dot),60,1.0,14130,4060,4200,6300,4350,36000,10000,2850,17280,10860,18690
563239,563729,Despair,350,1.0,14130,4060,4200,6650,4350,36000,10000,2850,17280,10860,18690
563939,564471,Auto,90,1.0,14220,4060,4200,6650,4350,36000,10000,2850,17280,10860,18690
547688,565500,Thunder (dot),60,1.0,14220,4060,4200,6650,4350,36000,10000,2850,17280,10920,18690
565389,566229,Blizzard III,290,1.0,14220,4350,4200,6650,4350,36000,10000,2850,17280,10920,18690
567219,567751,Auto,90,1.0,14310,4350,4200,6650,4350,36000,10000,2850,17280,10920,18690
547688,568500,Thunder (dot),60,1.0,14310,4350,4200,6650,4350,36000,10000,2850,17280,10980,18690
567539,568699,Blizzard IV,300,1.0,14310,4350,4500,6650,4350,36000,10000,2850,17280,10980,18690
569689,570359,Paradox,540,1.0,14310,4350,4500,6650,4350,36000,10000,2850,17820,10980,18690
570499,571031,Auto,90,1.0,14400,4350,4500,6650,4350,36000,10000,2850,17820,10980,18690
547688,571500,Thunder (dot),60,1.0,14400,4350,4500,6650,4350,36000,10000,2850,17820,11040,18690
571839,573129,Fire III,290,1.0,14400,4350,4500,6650,4640,36000,10000,2850,17820,11040,18690
573779,574311,Auto,90,1.0,14490,4350,4500,6650,4640,36000,10000,2850,17820,11040,18690
547688,574500,Thunder (dot),60,1.0,14490,4350,4500,6650,4640,36000,10000,2850,17820,11100,18690
575209,576369,Fire IV,300,1.0,14490,4350,4500,6650,4640,36300,10000,2850,17820,11100,18690
547688,577500,Thunder (dot),60,1.0,14490,4350,4500,6650,4640,36300,10000,2850,17820,11160,18690
577789,578549,High Thunder,150,1.0,14490,4350,4500,6650,4640,36300,10000,3000,17820,11160,18690
578289,578821,Auto,90,1.0,14580,4350,4500,6650,4640,36300,10000,3000,17820,11160,18690
577789,580500,Thunder (dot),60,1.0,14580,4350,4500,6650,4640,36300,10000,3000,17820,11220,18690
579509,580669,Fire IV,300,1.0,14580,4350,4500,6650,4640,36600,10000,3000,17820,11220,18690
582159,582691,Auto,90,1.0,14670,4350,4500,6650,4640,36600,10000,3000,17820,11220,18690
581659,582819,Fire IV,300,1.0,14670,4350,4500,6650,4640,36900,10000,3000,17820,11220,18690
577789,583500,Thunder (dot),60,1.0,14670,4350,4500,6650,4640,36900,10000,3000,17820,11280,18690
583809,584969,Fire IV,300,1.0,14670,4350,4500,6650,4640,37200,10000,3000,17820,11280,18690
577789,586500,Thunder (dot),60,1.0,14670,4350,4500,6650,4640,37200,10000,3000,17820,11340,18690
586459,586991,Auto,90,1.0,14760,4350,4500,6650,4640,37200,10000,3000,17820,11340,18690
585959,587119,Fire IV,300,1.0,14760,4350,4500,6650,4640,37500,10000,3000,17820,11340,18690
588109,589269,Fire IV,300,1.0,14760,4350,4500,6650,4640,37800,10000,3000,17820,11340,18690
577789,589500,Thunder (dot),60,1.0,14760,4350,4500,6650,4640,37800,10000,3000,17820,11400,18690
590259,590879,Flare Star,500,1.0,14760,4350,4500,6650,4640,37800,10500,3000,17820,11400,18690
590759,591291,Auto,90,1.0,14850,4350,4500,6650,4640,37800,10500,3000,17820,11400,18690
591189,591859,Paradox,540,1.0,14850,4350,4500,6650,4640,37800,10500,3000,18360,11400,18690
577789,592500,Thunder (dot),60,1.0,14850,4350,4500,6650,4640,37800,10500,3000,18360,11460,18690
593339,593829,Despair,350,1.0,14850,4350,4500,7000,4640,37800,10500,3000,18360,11460,18690
594039,594571,Auto,90,1.0,14940,4350,4500,7000,4640,37800,10500,3000,18360,11460,18690
577789,595500,Thunder (dot),60,1.0,14940,4350,4500,7000,4640,37800,10500,3000,18360,11520,18690
595489,596109,Xenoglossy,890,1.0,14940,4350,4500,7000,4640,37800,10500,3000,18360,11520,19580
597319,597851,Auto,90,1.0,15030,4350,4500,7000,4640,37800,10500,3000,18360,11520,19580
577789,598500,Thunder (dot),60,1.0,15030,4350,4500,7000,4640,37800,10500,3000,18360,11580,19580
598859,600019,Fire IV,300,1.0,15030,4350,4500,7000,4640,38100,10500,3000,18360,11580,19580
577789,601500,Thunder (dot),60,1.0,15030,4350,4500,7000,4640,38100,10500,3000,18360,11640,19580
601509,602041,Auto,90,1.0,15120,4350,4500,7000,4640,38100,10500,3000,18360,11640,19580
601009,602169,Fire IV,300,1.0,15120,4350,4500,7000,4640,38400,10500,3000,18360,11640,19580
603159,604319,Fire IV,300,1.0,15120,4350,4500,7000,4640,38700,10500,3000,18360,11640,19580
577789,604500,Thunder (dot),60,1.0,15120,4350,4500,7000,4640,38700,10500,3000,18360,11700,19580
604089,604759,Paradox,540,1.0,15120,4350,4500,7000,4640,38700,10500,3000,18900,11700,19580
604789,605321,Auto,90,1.0,15210,4350,4500,7000,4640,38700,10500,3000,18900,11700,19580
577789,607500,Thunder (dot),60,1.0,15210,4350,4500,7000,4640,38700,10500,3000,18900,11760,19580
607249,608409,Fire IV,300,1.0,15210,4350,4500,7000,4640,39000,10500,3000,18900,11760,19580
608069,608601,Auto,90,1.0,15300,4350,4500,7000,4640,39000,10500,3000,18900,11760,19580
609439,610199,High Thunder,150,1.0,15300,4350,4500,7000,4640,39000,10500,3150,18900,11760,19580
609439,610500,Thunder (dot),60,1.0,15300,4350,4500,7000,4640,39000,10500,3150,18900,11820,19580
611409,611941,Auto,90,1.0,15390,4350,4500,7000,4640,39000,10500,3150,18900,11820,19580
610909,612069,Fire IV,300,1.0,15390,4350,4500,7000,4640,39300,10500,3150,18900,11820,19580
609439,613500,Thunder (dot),60,1.0,15390,4350,4500,7000,4640,39300,10500,3150,18900,11880,19580
612739,613899,Fire IV,300,1.0,15390,4350,4500,7000,4640,39600,10500,3150,18900,11880,19580
614569,615189,Flare Star,500,1.0,15390,4350,4500,7000,4640,39600,11000,3150,18900,11880,19580
615069,615601,Auto,90,1.0,15480,4350,4500,7000,4640,39600,11000,3150,18900,11880,19580
615439,616059,Xenoglossy,890,1.0,15480,4350,4500,7000,4640,39600,11000,3150,18900,11880,20470
609439,616500,Thunder (dot),60,1.0,15480,4350,4500,7000,4640,39600,11000,3150,18900,11940,20470
617269,617889,Xenoglossy,890,1.0,15480,4350,4500,7000,4640,39600,11000,3150,18900,11940,21360
617849,618381,Auto,90,1.0,15570,4350,4500,7000,4640,39600,11000,3150,18900,11940,21360
609439,619500,Thunder (dot),60,1.0,15570,4350,4500,7000,4640,39600,11000,3150,18900,12000,21360
619099,619719,Xenoglossy,890,1.0,15570,4350,4500,7000,4640,39600,11000,3150,18900,12000,22250
620629,621161,Auto,90,1.0,15660,4350,4500,7000,4640,39600,11000,3150,18900,12000,22250
620929,621419,Despair,350,1.0,15660,4350,4500,7350,4640,39600,11000,3150,18900,12000,22250
609439,622500,Thunder (dot),60,1.0,15660,4350,4500,7350,4640,39600,11000,3150,18900,12060,22250
622760,623430,Paradox,540,1.0,15660,4350,4500,7350,4640,39600,11000,3150,19440,12060,22250
623409,623941,Auto,90,1.0,15750,4350,4500,7350,4640,39600,11000,3150,19440,12060,22250
624590,625210,Xenoglossy,890,1.0,15750,4350,4500,7350,4640,39600,11000,3150,19440,12060,23140
609439,625500,Thunder (dot),60,1.0,15750,4350,4500,7350,4640,39600,11000,3150,19440,12120,23140
626189,626721,Auto,90,1.0,15840,4350,4500,7350,4640,39600,11000,3150,19440,12120,23140
626420,627260,Blizzard III,290,1.0,15840,4640,4500,7350,4640,39600,11000,3150,19440,12120,23140
609439,628500,Thunder (dot),60,1.0,15840,4640,4500,7350,4640,39600,11000,3150,19440,12180,23140
628570,629730,Blizzard IV,300,1.0,15840,4640,4800,7350,4640,39600,11000,3150,19440,12180,23140
629469,630001,Auto,90,1.0,15930,4640,4800,7350,4640,39600,11000,3150,19440,12180,23140
609439,631500,Thunder (dot),60,1.0,15930,4640,4800,7350,4640,39600,11000,3150,19440,12240,23140
630720,632010,Fire III,290,1.0,15930,4640,4800,7350,4930,39600,11000,3150,19440,12240,23140
632749,633281,Auto,90,1.0,16020,4640,4800,7350,4930,39600,11000,3150,19440,12240,23140
609439,634500,Thunder (dot),60,1.0,16020,4640,4800,7350,4930,39600,11000,3150,19440,12300,23140
634090,635250,Fire IV,300,1.0,16020,4640,4800,7350,4930,39900,11000,3150,19440,12300,23140
636740,637272,Auto,90,1.0,16110,4640,4800,7350,4930,39900,11000,3150,19440,12300,23140
636240,637400,Fire IV,300,1.0,16110,4640,4800,7350,4930,40200,11000,3150,19440,12300,23140
609439,637500,Thunder (dot),60,1.0,16110,4640,4800,7350,4930,40200,11000,3150,19440,12360,23140
638820,639580,High Thunder,150,1.0,16110,4640,4800,7350,4930,40200,11000,3300,19440,12360,23140
638820,640500,Thunder (dot),60,1.0,16110,4640,4800,7350,4930,40200,11000,3300,19440,12420,23140
641040,641572,Auto,90,1.0,16200,4640,4800,7350,4930,40200,11000,3300,19440,12420,23140
640540,641700,Fire IV,300,1.0,16200,4640,4800,7350,4930,40500,11000,3300,19440,12420,23140
638820,643500,Thunder (dot),60,1.0,16200,4640,4800,7350,4930,40500,11000,3300,19440,12480,23140
642690,643850,Fire IV,300,1.0,16200,4640,4800,7350,4930,40800,11000,3300,19440,12480,23140
645340,645872,Auto,90,1.0,16290,4640,4800,7350,4930,40800,11000,3300,19440,12480,23140
644840,646000,Fire IV,300,1.0,16290,4640,4800,7350,4930,41100,11000,3300,19440,12480,23140
638820,646500,Thunder (dot),60,1.0,16290,4640,4800,7350,4930,41100,11000,3300,19440,12540,23140
646990,648150,Fire IV,300,1.0,16290,4640,4800,7350,4930,41400,11000,3300,19440,12540,23140
638820,649500,Thunder (dot),60,1.0,16290,4640,4800,7350,4930,41400,11000,3300,19440,12600,23140
649140,649760,Flare Star,500,1.0,16290,4640,4800,7350,4930,41400,11500,3300,19440,12600,23140
649640,650172,Auto,90,1.0,16380,4640,4800,7350,4930,41400,11500,3300,19440,12600,23140
650070,650740,Paradox,540,1.0,16380,4640,4800,7350,4930,41400,11500,3300,19980,12600,23140
638820,652500,Thunder (dot),60,1.0,16380,4640,4800,7350,4930,41400,11500,3300,19980,12660,23140
652220,652710,Despair,350,1.0,16380,4640,4800,7700,4930,41400,11500,3300,19980,12660,23140
652920,653452,Auto,90,1.0,16470,4640,4800,7700,4930,41400,11500,3300,19980,12660,23140
654370,655210,Blizzard III,290,1.0,16470,4930,4800,7700,4930,41400,11500,3300,19980,12660,23140
638820,655500,Thunder (dot),60,1.0,16470,4930,4800,7700,4930,41400,11500,3300,19980,12720,23140
656200,656732,Auto,90,1.0,16560,4930,4800,7700,4930,41400,11500,3300,19980,12720,23140
638820,658500,Thunder (dot),60,1.0,16560,4930,4800,7700,4930,41400,11500,3300,19980,12780,23140
657740,658900,Blizzard IV,300,1.0,16560,4930,5100,7700,4930,41400,11500,3300,19980,12780,23140
658670,659340,Paradox,540,1.0,16560,4930,5100,7700,4930,41400,11500,3300,20520,12780,23140
659480,660012,Auto,90,1.0,16650,4930,5100,7700,4930,41400,11500,3300,20520,12780,23140
638820,661500,Thunder (dot),60,1.0,16650,4930,5100,7700,4930,41400,11500,3300,20520,12840,23140
660820,662110,Fire III,290,1.0,16650,4930,5100,7700,5220,41400,11500,3300,20520,12840,23140
662760,663292,Auto,90,1.0,16740,4930,5100,7700,5220,41400,11500,3300,20520,12840,23140
638820,664500,Thunder (dot),60,1.0,16740,4930,5100,7700,5220,41400,11500,3300,20520,12900,23140
664190,665350,Fire IV,300,1.0,16740,4930,5100,7700,5220,41700,11500,3300,20520,12900,23140
666840,667372,Auto,90,1.0,16830,4930,5100,7700,5220,41700,11500,3300,20520,12900,23140
638820,667500,Thunder (dot),60,1.0,16830,4930,5100,7700,5220,41700,11500,3300,20520,12960,23140
666340,667500,Fire IV,300,1.0,16830,4930,5100,7700,5220,42000,11500,3300,20520,12960,23140
668920,669680,High Thunder,150,1.0,16830,4930,5100,7700,5220,42000,11500,3450,20520,12960,23140
668920,670500,Thunder (dot),60,1.0,16830,4930,5100,7700,5220,42000,11500,3450,20520,13020,23140
671140,671672,Auto,90,1.0,16920,4930,5100,7700,5220,42000,11500,3450,20520,13020,23140
670640,671800,Fire IV,300,1.0,16920,4930,5100,7700,5220,42300,11500,3450,20520,13020,23140
668920,673500,Thunder (dot),60,1.0,16920,4930,5100,7700,5220,42300,11500,3450,20520,13080,23140
672790,673950,Fire IV,300,1.0,16920,4930,5100,7700,5220,42600,11500,3450,20520,13080,23140
675440,675972,Auto,90,1.0,17010,4930,5100,7700,5220,42600,11500,3450,20520,13080,23140
674940,676100,Fire IV,300,1.0,17010,4930,5100,7700,5220,42900,11500,3450,20520,13080,23140
668920,676500,Thunder (dot),60,1.0,17010,4930,5100,7700,5220,42900,11500,3450,20520,13140,23140
677090,678250,Fire IV,300,1.0,17010,4930,5100,7700,5220,43200,11500,3450,20520,13140,23140
668920,679500,Thunder (dot),60,1.0,17010,4930,5100,7700,5220,43200,11500,3450,20520,13200,23140
679240,679860,Flare Star,500,1.0,17010,4930,5100,7700,5220,43200,12000,3450,20520,13200,23140
679740,680272,Auto,90,1.0,17100,4930,5100,7700,5220,43200,12000,3450,20520,13200,23140
680170,680840,Paradox,540,1.0,17100,4930,5100,7700,5220,43200,12000,3450,21060,13200,23140
668920,682500,Thunder (dot),60,1.0,17100,4930,5100,7700,5220,43200,12000,3450,21060,13260,23140
682320,682810,Despair,350,1.0,17100,4930,5100,8050,5220,43200,12000,3450,21060,13260,23140
683020,683552,Auto,90,1.0,17190,4930,5100,8050,5220,43200,12000,3450,21060,13260,23140
684470,685310,Blizzard III,290,1.0,17190,5220,5100,8050,5220,43200,12000,3450,21060,13260,23140
668920,685500,Thunder (dot),60,1.0,17190,5220,5100,8050,5220,43200,12000,3450,21060,13320,23140
686300,686832,Auto,90,1.0,17280,5220,5100,8050,5220,43200,12000,3450,21060,13320,23140
686620,687780,Blizzard IV,300,1.0,17280,5220,5400,8050,5220,43200,12000,3450,21060,13320,23140
668920,688500,Thunder (dot),60,1.0,17280,5220,5400,8050,5220,43200,12000,3450,21060,13380,23140
688770,689440,Paradox,540,1.0,17280,5220,5400,8050,5220,43200,12000,3450,21600,13380,23140
689580,690112,Auto,90,1.0,17370,5220,5400,8050,5220,43200,12000,3450,21600,13380,23140
668920,691500,Thunder (dot),60,1.0,17370,5220,5400,8050,5220,43200,12000,3450,21600,13440,23140
690920,692210,Fire III,290,1.0,17370,5220,5400,8050,5510,43200,12000,3450,21600,13440,23140
692860,693392,Auto,90,1.0,17460,5220,5400,8050,5510,43200,12000,3450,21600,13440,23140
668920,694500,Thunder (dot),60,1.0,17460,5220,5400,8050,5510,43200,12000,3450,21600,13500,23140
694290,695450,Fire IV,300,1.0,17460,5220,5400,8050,5510,43500,12000,3450,21600,13500,23140
696940,697472,Auto,90,1.0,17550,5220,5400,8050,5510,43500,12000,3450,21600,13500,23140
668920,697500,Thunder (dot),60,1.0,17550,5220,5400,8050,5510,43500,12000,3450,21600,13560,23140
696440,697600,Fire IV,300,1.0,17550,5220,5400,8050,5510,43800,12000,3450,21600,13560,23140
699020,699780,High Thunder,150,1.0,17550,5220,5400,8050,5510,43800,12000,3600,21600,13560,23140
699020,700500,Thunder (dot),60,1.0,17550,5220,5400,8050,5510,43800,12000,3600,21600,13620,23140
701240,701772,Auto,90,1.0,17640,5220,5400,8050,5510,43800,12000,3600,21600,13620,23140
700740,701900,Fire IV,300,1.0,17640,5220,5400,8050,5510,44100,12000,3600,21600,13620,23140
699020,703500,Thunder (dot),60,1.0,17640,5220,5400,8050,5510,44100,12000,3600,21600,13680,23140
702890,704050,Fire IV,300,1.0,17640,5220,5400,8050,5510,44400,12000,3600,21600,13680,23140
705540,706072,Auto,90,1.0,17730,5220,5400,8050,5510,44400,12000,3600,21600,13680,23140
705040,706200,Fire IV,300,1.0,17730,5220,5400,8050,5510,44700,12000,3600,21600,13680,23140
699020,706500,Thunder (dot),60,1.0,17730,5220,5400,8050,5510,44700,12000,3600,21600,13740,23140
707190,708350,Fire IV,300,1.0,17730,5220,5400,8050,5510,45000,12000,3600,21600,13740,23140
699020,709500,Thunder (dot),60,1.0,17730,5220,5400,8050,5510,45000,12000,3600,21600,13800,23140
709340,709960,Flare Star,500,1.0,17730,5220,5400,8050,5510,45000,12500,3600,21600,13800,23140
709840,710372,Auto,90,1.0,17820,5220,5400,8050,5510,45000,12500,3600,21600,13800,23140
710270,710940,Paradox,540,1.0,17820,5220,5400,8050,5510,45000,12500,3600,22140,13800,23140
699020,712500,Thunder (dot),60,1.0,17820,5220,5400,8050,5510,45000,12500,3600,22140,13860,23140
712420,712910,Despair,350,1.0,17820,5220,5400,8400,5510,45000,12500,3600,22140,13860,23140
713120,713652,Auto,90,1.0,17910,5220,5400,8400,5510,45000,12500,3600,22140,13860,23140
699020,715500,Thunder (dot),60,1.0,17910,5220,5400,8400,5510,45000,12500,3600,22140,13920,23140
716400,716932,Auto,90,1.0,18000,5220,5400,8400,5510,45000,12500,3600,22140,13920,23140
715790,716950,Fire IV,300,1.0,18000,5220,5400,8400,5510,45300,12500,3600,22140,13920,23140
716720,717340,Xenoglossy,890,1.0,18000,5220,5400,8400,5510,45300,12500,3600,22140,13920,24030
699020,718500,Thunder (dot),60,1.0,18000,5220,5400,8400,5510,45300,12500,3600,22140,13980,24030
720590,721122,Auto,90,1.0,18090,5220,5400,8400,5510,45300,12500,3600,22140,13980,24030
720090,721250,Fire IV,300,1.0,18090,5220,5400,8400,5510,45600,12500,3600,22140,13980,24030
699020,721500,Thunder (dot),60,1.0,18090,5220,5400,8400,5510,45600,12500,3600,22140,14040,24030
722240,723400,Fire IV,300,1.0,18090,5220,5400,8400,5510,45900,12500,3600,22140,14040,24030
723170,723840,Paradox,540,1.0,18090,5220,5400,8400,5510,45900,12500,3600,22680,14040,24030
723870,724402,Auto,90,1.0,18180,5220,5400,8400,5510,45900,12500,3600,22680,14040,24030
699020,724500,Thunder (dot),60,1.0,18180,5220,5400,8400,5510,45900,12500,3600,22680,14100,24030
726330,727490,Fire IV,300,1.0,18180,5220,5400,8400,5510,46200,12500,3600,22680,14100,24030
699020,727500,Thunder (dot),60,1.0,18180,5220,5400,8400,5510,46200,12500,3600,22680,14160,24030
727150,727682,Auto,90,1.0,18270,5220,5400,8400,5510,46200,12500,3600,22680,14160,24030
728520,729280,High Thunder,150,1.0,18270,5220,5400,8400,5510,46200,12500,3750,22680,14160,24030
729031,730191,Fire IV,300,1.0,18270,5220,5400,8400,5510,46500,12500,3750,22680,14160,24030
729930,730462,Auto,90,1.0,18360,5220,5400,8400,5510,46500,12500,3750,22680,14160,24030
728520,730500,Thunder (dot),60,1.0,18360,5220,5400,8400,5510,46500,12500,3750,22680,14220,24030
730861,732021,Fire IV,300,1.0,18360,5220,5400,8400,5510,46800,12500,3750,22680,14220,24030
732710,733242,Auto,90,1.0,18450,5220,5400,8400,5510,46800,12500,3750,22680,14220,24030
732691,733311,Flare Star,500,1.0,18450,5220,5400,8400,5510,46800,13000,3750,22680,14220,24030
728520,733500,Thunder (dot),60,1.0,18450,5220,5400,8400,5510,46800,13000,3750,22680,14280,24030
734521,735011,Despair,350,1.0,18450,5220,5400,8750,5510,46800,13000,3750,22680,14280,24030
735490,736022,Auto,90,1.0,18540,5220,5400,8750,5510,46800,13000,3750,22680,14280,24030
728520,736500,Thunder (dot),60,1.0,18540,5220,5400,8750,5510,46800,13000,3750,22680,14340,24030
736351,736971,Xenoglossy,890,1.0,18540,5220,5400,8750,5510,46800,13000,3750,22680,14340,24920
738181,738801,Xenoglossy,890,1.0,18540,5220,5400,8750,5510,46800,13000,3750,22680,14340,25810
738270,738802,Auto,90,1.0,18630,5220,5400,8750,5510,46800,13000,3750,22680,14340,25810
728520,739500,Thunder (dot),60,1.0,18630,5220,5400,8750,5510,46800,13000,3750,22680,14400,25810
740011,740631,Xenoglossy,890,1.0,18630,5220,5400,8750,5510,46800,13000,3750,22680,14400,26700
741050,741582,Auto,90,1.0,18720,5220,5400,8750,5510,46800,13000,3750,22680,14400,26700
728520,742500,Thunder (dot),60,1.0,18720,5220,5400,8750,5510,46800,13000,3750,22680,14460,26700
741841,742511,Paradox,540,1.0,18720,5220,5400,8750,5510,46800,13000,3750,23220,14460,26700
743830,744362,Auto,90,1.0,18810,5220,5400,8750,5510,46800,13000,3750,23220,14460,26700
743671,744961,Fire III,290,1.0,18810,5220,5400,8750,5800,46800,13000,3750,23220,14460,26700
728520,745500,Thunder (dot),60,1.0,18810,5220,5400,8750,5800,46800,13000,3750,23220,14520,26700
745501,746121,Xenoglossy,890,1.0,18810,5220,5400,8750,5800,46800,13000,3750,23220,14520,27590
746610,747142,Auto,90,1.0,18900,5220,5400,8750,5800,46800,13000,3750,23220,14520,27590
747651,748141,Despair,350,1.0,18900,5220,5400,9100,5800,46800,13000,3750,23220,14520,27590
728520,748500,Thunder (dot),60,1.0,18900,5220,5400,9100,5800,46800,13000,3750,23220,14580,27590
749890,750422,Auto,90,1.0,18990,5220,5400,9100,5800,46800,13000,3750,23220,14580,27590
749801,750471,Paradox,540,1.0,18990,5220,5400,9100,5800,46800,13000,3750,23760,14580,27590
