sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
318125,318927,Jugular Rip,220,1.0,2860,10260,8800,900,1620,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,5500,8280,1700,3000,6160
310625,319500,Bow Shock (dot),60,1.0,2860,10260,8800,900,1680,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,5500,8280,1700,3000,6160
320093,320625,Auto,90,1.0,2860,10350,8800,900,1680,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,5500,8280,1700,3000,6160
320000,320625,Savage Claw,500,1.0,2860,10350,8800,900,1680,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,6000,8280,1700,3000,6160
320625,321382,Abdomen Tear,260,1.0,3120,10350,8800,900,1680,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,6000,8280,1700,3000,6160
310625,322500,Bow Shock (dot),60,1.0,3120,10350,8800,900,1740,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,6000,8280,1700,3000,6160
322893,323425,Auto,90,1.0,3120,10440,8800,900,1740,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,6000,8280,1700,3000,6160
322500,323662,Wicked Talon,560,1.0,3120,10440,8800,900,1740,6840,4620,6000,3300,5280,1980,2640,5400,6000,5400,4800,6000,8280,1700,3000,6720
323125,324106,Eye Gouge,300,1.0,3120,10440,8800,900,1740,6840,4620,6000,3600,5280,1980,2640,5400,6000,5400,4800,6000,8280,1700,3000,6720
310625,325500,Bow Shock (dot),60,1.0,3120,10440,8800,900,1800,6840,4620,6000,3600,5280,1980,2640,5400,6000,5400,4800,6000,8280,1700,3000,6720
325000,325581,Sonic Break,340,1.0,3120,10440,8800,900,1800,6840,4620,6000,3600,5280,1980,2640,5400,6000,5400,4800,6000,8280,2040,3000,6720
325693,326225,Auto,90,1.0,3120,10530,8800,900,1800,6840,4620,6000,3600,5280,1980,2640,5400,6000,5400,4800,6000,8280,2040,3000,6720
327500,328393,Keen Edge,300,1.0,3120,10530,8800,900,1800,6840,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8280,2040,3000,6720
325000,328500,Sonic Break (dot),120,1.0,3120,10530,8800,900,1800,6840,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8280,2040,3120,6720
328493,329025,Auto,90,1.0,3120,10620,8800,900,1800,6840,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8280,2040,3120,6720
330000,331074,Brutal Shell,380,1.0,3120,10620,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8280,2040,3120,6720
325000,331500,Sonic Break (dot),120,1.0,3120,10620,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8280,2040,3240,6720
331293,331825,Auto,90,1.0,3120,10710,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8280,2040,3240,6720
332500,334153,Solid Barrel,460,1.0,3120,10710,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8740,2040,3240,6720
325000,334500,Sonic Break (dot),120,1.0,3120,10710,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8740,2040,3360,6720
334093,334625,Auto,90,1.0,3120,10800,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,5700,6000,5400,4800,6000,8740,2040,3360,6720
335000,335893,Keen Edge,300,1.0,3120,10800,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,8740,2040,3360,6720
336893,337425,Auto,90,1.0,3120,10890,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,8740,2040,3360,6720
325000,337500,Sonic Break (dot),120,1.0,3120,10890,8800,900,1800,7220,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,8740,2040,3480,6720
337500,338574,Brutal Shell,380,1.0,3120,10890,8800,900,1800,7600,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,8740,2040,3480,6720
339693,340225,Auto,90,1.0,3120,10980,8800,900,1800,7600,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,8740,2040,3480,6720
325000,340500,Sonic Break (dot),120,1.0,3120,10980,8800,900,1800,7600,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,8740,2040,3600,6720
340625,341250,Blasting Zone,800,1.0,3120,10980,9600,900,1800,7600,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,8740,2040,3600,6720
340000,341653,Solid Barrel,460,1.0,3120,10980,9600,900,1800,7600,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,9200,2040,3600,6720
342493,343025,Auto,90,1.0,3120,11070,9600,900,1800,7600,4620,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,9200,2040,3600,6720
342500,343214,Burst Strike,420,1.0,3120,11070,9600,900,1800,7600,5040,6000,3600,5280,1980,2640,6000,6000,5400,4800,6000,9200,2040,3600,6720
343125,343883,Hypervelocity,180,1.0,3120,11070,9600,900,1800,7600,5040,6000,3600,5280,2160,2640,6000,6000,5400,4800,6000,9200,2040,3600,6720
345293,345825,Auto,90,1.0,3120,11160,9600,900,1800,7600,5040,6000,3600,5280,2160,2640,6000,6000,5400,4800,6000,9200,2040,3600,6720
345000,345893,Keen Edge,300,1.0,3120,11160,9600,900,1800,7600,5040,6000,3600,5280,2160,2640,6300,6000,5400,4800,6000,9200,2040,3600,6720
347500,348574,Brutal Shell,380,1.0,3120,11160,9600,900,1800,7980,5040,6000,3600,5280,2160,2640,6300,6000,5400,4800,6000,9200,2040,3600,6720
348093,348625,Auto,90,1.0,3120,11250,9600,900,1800,7980,5040,6000,3600,5280,2160,2640,6300,6000,5400,4800,6000,9200,2040,3600,6720
350893,351425,Auto,90,1.0,3120,11340,9600,900,1800,7980,5040,6000,3600,5280,2160,2640,6300,6000,5400,4800,6000,9200,2040,3600,6720
350000,351653,Solid Barrel,460,1.0,3120,11340,9600,900,1800,7980,5040,6000,3600,5280,2160,2640,6300,6000,5400,4800,6000,9660,2040,3600,6720
352500,353214,Burst Strike,420,1.0,3120,11340,9600,900,1800,7980,5460,6000,3600,5280,2160,2640,6300,6000,5400,4800,6000,9660,2040,3600,6720
353125,353883,Hypervelocity,180,1.0,3120,11340,9600,900,1800,7980,5460,6000,3600,5280,2340,2640,6300,6000,5400,4800,6000,9660,2040,3600,6720
353693,354225,Auto,90,1.0,3120,11430,9600,900,1800,7980,5460,6000,3600,5280,2340,2640,6300,6000,5400,4800,6000,9660,2040,3600,6720
355000,355893,Keen Edge,300,1.0,3120,11430,9600,900,1800,7980,5460,6000,3600,5280,2340,2640,6600,6000,5400,4800,6000,9660,2040,3600,6720
356493,357025,Auto,90,1.0,3120,11520,9600,900,1800,7980,5460,6000,3600,5280,2340,2640,6600,6000,5400,4800,6000,9660,2040,3600,6720
357500,358574,Brutal Shell,380,1.0,3120,11520,9600,900,1800,8360,5460,6000,3600,5280,2340,2640,6600,6000,5400,4800,6000,9660,2040,3600,6720
359293,359825,Auto,90,1.0,3120,11610,9600,900,1800,8360,5460,6000,3600,5280,2340,2640,6600,6000,5400,4800,6000,9660,2040,3600,6720
360000,361653,Solid Barrel,460,1.0,3120,11610,9600,900,1800,8360,5460,6000,3600,5280,2340,2640,6600,6000,5400,4800,6000,10120,2040,3600,6720
362093,362625,Auto,90,1.0,3120,11700,9600,900,1800,8360,5460,6000,3600,5280,2340,2640,6600,6000,5400,4800,6000,10120,2040,3600,6720
362500,363123,Gnashing Fang,440,1.0,3120,11700,9600,900,1800,8360,5460,6000,3600,5720,2340,2640,6600,6000,5400,4800,6000,10120,2040,3600,6720
363750,364552,Jugular Rip,220,1.0,3120,11700,9600,900,1800,8360,5460,6000,3600,5720,2340,2860,6600,6000,5400,4800,6000,10120,2040,3600,6720
364893,365425,Auto,90,1.0,3120,11790,9600,900,1800,8360,5460,6000,3600,5720,2340,2860,6600,6000,5400,4800,6000,10120,2040,3600,6720
365000,365625,Savage Claw,500,1.0,3120,11790,9600,900,1800,8360,5460,6000,3600,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,6720
366250,367007,Abdomen Tear,260,1.0,3380,11790,9600,900,1800,8360,5460,6000,3600,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,6720
367693,368225,Auto,90,1.0,3380,11880,9600,900,1800,8360,5460,6000,3600,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,6720
367500,368662,Wicked Talon,560,1.0,3380,11880,9600,900,1800,8360,5460,6000,3600,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,7280
368125,369106,Eye Gouge,300,1.0,3380,11880,9600,900,1800,8360,5460,6000,3900,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,7280
370000,370716,Double Down,1000,1.0,3380,11880,9600,900,1800,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,7280
370493,371025,Auto,90,1.0,3380,11970,9600,900,1800,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,7280
370625,371252,Bow Shock,150,1.0,3380,11970,9600,1050,1800,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,7280
371250,371875,Blasting Zone,800,1.0,3380,11970,10400,1050,1800,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,7280
370625,373500,Bow Shock (dot),60,1.0,3380,11970,10400,1050,1860,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,4800,6500,10120,2040,3600,7280
372500,373660,Reign of Beasts,800,1.0,3380,11970,10400,1050,1860,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,5600,6500,10120,2040,3600,7280
373293,373825,Auto,90,1.0,3380,12060,10400,1050,1860,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,5600,6500,10120,2040,3600,7280
370625,376500,Bow Shock (dot),60,1.0,3380,12060,10400,1050,1920,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,5600,6500,10120,2040,3600,7280
376093,376625,Auto,90,1.0,3380,12150,10400,1050,1920,8360,5460,7000,3900,5720,2340,2860,6600,6000,5400,5600,6500,10120,2040,3600,7280
375000,376650,Noble Blood,900,1.0,3380,12150,10400,1050,1920,8360,5460,7000,3900,5720,2340,2860,6600,6000,6300,5600,6500,10120,2040,3600,7280
377500,379290,Lion Heart,1000,1.0,3380,12150,10400,1050,1920,8360,5460,7000,3900,5720,2340,2860,6600,7000,6300,5600,6500,10120,2040,3600,7280
378893,379425,Auto,90,1.0,3380,12240,10400,1050,1920,8360,5460,7000,3900,5720,2340,2860,6600,7000,6300,5600,6500,10120,2040,3600,7280
370625,379500,Bow Shock (dot),60,1.0,3380,12240,10400,1050,1980,8360,5460,7000,3900,5720,2340,2860,6600,7000,6300,5600,6500,10120,2040,3600,7280
380000,380623,Gnashing Fang,440,1.0,3380,12240,10400,1050,1980,8360,5460,7000,3900,6160,2340,2860,6600,7000,6300,5600,6500,10120,2040,3600,7280
380625,381427,Jugular Rip,220,1.0,3380,12240,10400,1050,1980,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,6500,10120,2040,3600,7280
381693,382225,Auto,90,1.0,3380,12330,10400,1050,1980,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,6500,10120,2040,3600,7280
370625,382500,Bow Shock (dot),60,1.0,3380,12330,10400,1050,2040,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,6500,10120,2040,3600,7280
382500,383125,Savage Claw,500,1.0,3380,12330,10400,1050,2040,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2040,3600,7280
383125,383882,Abdomen Tear,260,1.0,3640,12330,10400,1050,2040,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2040,3600,7280
384493,385025,Auto,90,1.0,3640,12420,10400,1050,2040,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2040,3600,7280
370625,385500,Bow Shock (dot),60,1.0,3640,12420,10400,1050,2100,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2040,3600,7280
385000,385581,Sonic Break,340,1.0,3640,12420,10400,1050,2100,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2380,3600,7280
387293,387825,Auto,90,1.0,3640,12510,10400,1050,2100,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2380,3600,7280
385000,388500,Sonic Break (dot),120,1.0,3640,12510,10400,1050,2100,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2380,3720,7280
387500,388662,Wicked Talon,560,1.0,3640,12510,10400,1050,2100,8360,5460,7000,3900,6160,2340,3080,6600,7000,6300,5600,7000,10120,2380,3720,7840
388125,389106,Eye Gouge,300,1.0,3640,12510,10400,1050,2100,8360,5460,7000,4200,6160,2340,3080,6600,7000,6300,5600,7000,10120,2380,3720,7840
390093,390625,Auto,90,1.0,3640,12600,10400,1050,2100,8360,5460,7000,4200,6160,2340,3080,6600,7000,6300,5600,7000,10120,2380,3720,7840
390000,390714,Burst Strike,420,1.0,3640,12600,10400,1050,2100,8360,5880,7000,4200,6160,2340,3080,6600,7000,6300,5600,7000,10120,2380,3720,7840
390625,391383,Hypervelocity,180,1.0,3640,12600,10400,1050,2100,8360,5880,7000,4200,6160,2520,3080,6600,7000,6300,5600,7000,10120,2380,3720,7840
385000,391500,Sonic Break (dot),120,1.0,3640,12600,10400,1050,2100,8360,5880,7000,4200,6160,2520,3080,6600,7000,6300,5600,7000,10120,2380,3840,7840
392500,393393,Keen Edge,300,1.0,3640,12600,10400,1050,2100,8360,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10120,2380,3840,7840
392893,393425,Auto,90,1.0,3640,12690,10400,1050,2100,8360,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10120,2380,3840,7840
385000,394500,Sonic Break (dot),120,1.0,3640,12690,10400,1050,2100,8360,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10120,2380,3960,7840
395000,396074,Brutal Shell,380,1.0,3640,12690,10400,1050,2100,8740,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10120,2380,3960,7840
395693,396225,Auto,90,1.0,3640,12780,10400,1050,2100,8740,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10120,2380,3960,7840
385000,397500,Sonic Break (dot),120,1.0,3640,12780,10400,1050,2100,8740,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10120,2380,4080,7840
398493,399025,Auto,90,1.0,3640,12870,10400,1050,2100,8740,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10120,2380,4080,7840
397500,399153,Solid Barrel,460,1.0,3640,12870,10400,1050,2100,8740,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10580,2380,4080,7840
385000,400500,Sonic Break (dot),120,1.0,3640,12870,10400,1050,2100,8740,5880,7000,4200,6160,2520,3080,6900,7000,6300,5600,7000,10580,2380,4200,7840
400000,400893,Keen Edge,300,1.0,3640,12870,10400,1050,2100,8740,5880,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,10580,2380,4200,7840
400625,401250,Blasting Zone,800,1.0,3640,12870,11200,1050,2100,8740,5880,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,10580,2380,4200,7840
401293,401825,Auto,90,1.0,3640,12960,11200,1050,2100,8740,5880,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,10580,2380,4200,7840
402500,403574,Brutal Shell,380,1.0,3640,12960,11200,1050,2100,9120,5880,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,10580,2380,4200,7840
404093,404625,Auto,90,1.0,3640,13050,11200,1050,2100,9120,5880,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,10580,2380,4200,7840
405000,406653,Solid Barrel,460,1.0,3640,13050,11200,1050,2100,9120,5880,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,11040,2380,4200,7840
406893,407425,Auto,90,1.0,3640,13140,11200,1050,2100,9120,5880,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,11040,2380,4200,7840
407500,408214,Burst Strike,420,1.0,3640,13140,11200,1050,2100,9120,6300,7000,4200,6160,2520,3080,7200,7000,6300,5600,7000,11040,2380,4200,7840
408125,408883,Hypervelocity,180,1.0,3640,13140,11200,1050,2100,9120,6300,7000,4200,6160,2700,3080,7200,7000,6300,5600,7000,11040,2380,4200,7840
409693,410225,Auto,90,1.0,3640,13230,11200,1050,2100,9120,6300,7000,4200,6160,2700,3080,7200,7000,6300,5600,7000,11040,2380,4200,7840
410000,410893,Keen Edge,300,1.0,3640,13230,11200,1050,2100,9120,6300,7000,4200,6160,2700,3080,7500,7000,6300,5600,7000,11040,2380,4200,7840
412493,413025,Auto,90,1.0,3640,13320,11200,1050,2100,9120,6300,7000,4200,6160,2700,3080,7500,7000,6300,5600,7000,11040,2380,4200,7840
412500,413574,Brutal Shell,380,1.0,3640,13320,11200,1050,2100,9500,6300,7000,4200,6160,2700,3080,7500,7000,6300,5600,7000,11040,2380,4200,7840
415293,415825,Auto,90,1.0,3640,13410,11200,1050,2100,9500,6300,7000,4200,6160,2700,3080,7500,7000,6300,5600,7000,11040,2380,4200,7840
415000,416653,Solid Barrel,460,1.0,3640,13410,11200,1050,2100,9500,6300,7000,4200,6160,2700,3080,7500,7000,6300,5600,7000,11500,2380,4200,7840
417500,418214,Burst Strike,420,1.0,3640,13410,11200,1050,2100,9500,6720,7000,4200,6160,2700,3080,7500,7000,6300,5600,7000,11500,2380,4200,7840
418093,418625,Auto,90,1.0,3640,13500,11200,1050,2100,9500,6720,7000,4200,6160,2700,3080,7500,7000,6300,5600,7000,11500,2380,4200,7840
418125,418883,Hypervelocity,180,1.0,3640,13500,11200,1050,2100,9500,6720,7000,4200,6160,2880,3080,7500,7000,6300,5600,7000,11500,2380,4200,7840
420000,420623,Gnashing Fang,440,1.0,3640,13500,11200,1050,2100,9500,6720,7000,4200,6600,2880,3080,7500,7000,6300,5600,7000,11500,2380,4200,7840
420893,421425,Auto,90,1.0,3640,13590,11200,1050,2100,9500,6720,7000,4200,6600,2880,3080,7500,7000,6300,5600,7000,11500,2380,4200,7840
420625,421427,Jugular Rip,220,1.0,3640,13590,11200,1050,2100,9500,6720,7000,4200,6600,2880,3300,7500,7000,6300,5600,7000,11500,2380,4200,7840
422500,423125,Savage Claw,500,1.0,3640,13590,11200,1050,2100,9500,6720,7000,4200,6600,2880,3300,7500,7000,6300,5600,7500,11500,2380,4200,7840
423693,424225,Auto,90,1.0,3640,13680,11200,1050,2100,9500,6720,7000,4200,6600,2880,3300,7500,7000,6300,5600,7500,11500,2380,4200,7840
423750,424507,Abdomen Tear,260,1.0,3900,13680,11200,1050,2100,9500,6720,7000,4200,6600,2880,3300,7500,7000,6300,5600,7500,11500,2380,4200,7840
425000,426162,Wicked Talon,560,1.0,3900,13680,11200,1050,2100,9500,6720,7000,4200,6600,2880,3300,7500,7000,6300,5600,7500,11500,2380,4200,8400
426493,427025,Auto,90,1.0,3900,13770,11200,1050,2100,9500,6720,7000,4200,6600,2880,3300,7500,7000,6300,5600,7500,11500,2380,4200,8400
426250,427231,Eye Gouge,300,1.0,3900,13770,11200,1050,2100,9500,6720,7000,4500,6600,2880,3300,7500,7000,6300,5600,7500,11500,2380,4200,8400
427500,428660,Reign of Beasts,800,1.0,3900,13770,11200,1050,2100,9500,6720,7000,4500,6600,2880,3300,7500,7000,6300,6400,7500,11500,2380,4200,8400
429293,429825,Auto,90,1.0,3900,13860,11200,1050,2100,9500,6720,7000,4500,6600,2880,3300,7500,7000,6300,6400,7500,11500,2380,4200,8400
430000,430716,Double Down,1000,1.0,3900,13860,11200,1050,2100,9500,6720,8000,4500,6600,2880,3300,7500,7000,6300,6400,7500,11500,2380,4200,8400
430625,431252,Bow Shock,150,1.0,3900,13860,11200,1200,2100,9500,6720,8000,4500,6600,2880,3300,7500,7000,6300,6400,7500,11500,2380,4200,8400
431250,431875,Blasting Zone,800,1.0,3900,13860,12000,1200,2100,9500,6720,8000,4500,6600,2880,3300,7500,7000,6300,6400,7500,11500,2380,4200,8400
432093,432625,Auto,90,1.0,3900,13950,12000,1200,2100,9500,6720,8000,4500,6600,2880,3300,7500,7000,6300,6400,7500,11500,2380,4200,8400
430625,433500,Bow Shock (dot),60,1.0,3900,13950,12000,1200,2160,9500,6720,8000,4500,6600,2880,3300,7500,7000,6300,6400,7500,11500,2380,4200,8400
432500,434150,Noble Blood,900,1.0,3900,13950,12000,1200,2160,9500,6720,8000,4500,6600,2880,3300,7500,7000,7200,6400,7500,11500,2380,4200,8400
434893,435425,Auto,90,1.0,3900,14040,12000,1200,2160,9500,6720,8000,4500,6600,2880,3300,7500,7000,7200,6400,7500,11500,2380,4200,8400
430625,436500,Bow Shock (dot),60,1.0,3900,14040,12000,1200,2220,9500,6720,8000,4500,6600,2880,3300,7500,7000,7200,6400,7500,11500,2380,4200,8400
435000,436790,Lion Heart,1000,1.0,3900,14040,12000,1200,2220,9500,6720,8000,4500,6600,2880,3300,7500,8000,7200,6400,7500,11500,2380,4200,8400
437500,438123,Gnashing Fang,440,1.0,3900,14040,12000,1200,2220,9500,6720,8000,4500,7040,2880,3300,7500,8000,7200,6400,7500,11500,2380,4200,8400
437693,438225,Auto,90,1.0,3900,14130,12000,1200,2220,9500,6720,8000,4500,7040,2880,3300,7500,8000,7200,6400,7500,11500,2380,4200,8400
438125,438927,Jugular Rip,220,1.0,3900,14130,12000,1200,2220,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,7500,11500,2380,4200,8400
430625,439500,Bow Shock (dot),60,1.0,3900,14130,12000,1200,2280,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,7500,11500,2380,4200,8400
440000,440625,Savage Claw,500,1.0,3900,14130,12000,1200,2280,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8400
440493,441025,Auto,90,1.0,3900,14220,12000,1200,2280,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8400
440625,441382,Abdomen Tear,260,1.0,4160,14220,12000,1200,2280,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8400
430625,442500,Bow Shock (dot),60,1.0,4160,14220,12000,1200,2340,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8400
442500,443662,Wicked Talon,560,1.0,4160,14220,12000,1200,2340,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8960
443293,443825,Auto,90,1.0,4160,14310,12000,1200,2340,9500,6720,8000,4500,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8960
443125,444106,Eye Gouge,300,1.0,4160,14310,12000,1200,2340,9500,6720,8000,4800,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8960
430625,445500,Bow Shock (dot),60,1.0,4160,14310,12000,1200,2400,9500,6720,8000,4800,7040,2880,3520,7500,8000,7200,6400,8000,11500,2380,4200,8960
445000,445581,Sonic Break,340,1.0,4160,14310,12000,1200,2400,9500,6720,8000,4800,7040,2880,3520,7500,8000,7200,6400,8000,11500,2720,4200,8960
446093,446625,Auto,90,1.0,4160,14400,12000,1200,2400,9500,6720,8000,4800,7040,2880,3520,7500,8000,7200,6400,8000,11500,2720,4200,8960
447500,448393,Keen Edge,300,1.0,4160,14400,12000,1200,2400,9500,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11500,2720,4200,8960
445000,448500,Sonic Break (dot),120,1.0,4160,14400,12000,1200,2400,9500,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11500,2720,4320,8960
448893,449425,Auto,90,1.0,4160,14490,12000,1200,2400,9500,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11500,2720,4320,8960
450000,451074,Brutal Shell,380,1.0,4160,14490,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11500,2720,4320,8960
445000,451500,Sonic Break (dot),120,1.0,4160,14490,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11500,2720,4440,8960
451693,452225,Auto,90,1.0,4160,14580,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11500,2720,4440,8960
452500,454153,Solid Barrel,460,1.0,4160,14580,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11960,2720,4440,8960
445000,454500,Sonic Break (dot),120,1.0,4160,14580,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11960,2720,4560,8960
454493,455025,Auto,90,1.0,4160,14670,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,7800,8000,7200,6400,8000,11960,2720,4560,8960
455000,455893,Keen Edge,300,1.0,4160,14670,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,11960,2720,4560,8960
445000,457500,Sonic Break (dot),120,1.0,4160,14670,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,11960,2720,4680,8960
457293,457825,Auto,90,1.0,4160,14760,12000,1200,2400,9880,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,11960,2720,4680,8960
457500,458574,Brutal Shell,380,1.0,4160,14760,12000,1200,2400,10260,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,11960,2720,4680,8960
445000,460500,Sonic Break (dot),120,1.0,4160,14760,12000,1200,2400,10260,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,11960,2720,4800,8960
460093,460625,Auto,90,1.0,4160,14850,12000,1200,2400,10260,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,11960,2720,4800,8960
460625,461250,Blasting Zone,800,1.0,4160,14850,12800,1200,2400,10260,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,11960,2720,4800,8960
460000,461653,Solid Barrel,460,1.0,4160,14850,12800,1200,2400,10260,6720,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,12420,2720,4800,8960
462500,463214,Burst Strike,420,1.0,4160,14850,12800,1200,2400,10260,7140,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,12420,2720,4800,8960
462893,463425,Auto,90,1.0,4160,14940,12800,1200,2400,10260,7140,8000,4800,7040,2880,3520,8100,8000,7200,6400,8000,12420,2720,4800,8960
463125,463883,Hypervelocity,180,1.0,4160,14940,12800,1200,2400,10260,7140,8000,4800,7040,3060,3520,8100,8000,7200,6400,8000,12420,2720,4800,8960
465000,465893,Keen Edge,300,1.0,4160,14940,12800,1200,2400,10260,7140,8000,4800,7040,3060,3520,8400,8000,7200,6400,8000,12420,2720,4800,8960
465693,466225,Auto,90,1.0,4160,15030,12800,1200,2400,10260,7140,8000,4800,7040,3060,3520,8400,8000,7200,6400,8000,12420,2720,4800,8960
467500,468574,Brutal Shell,380,1.0,4160,15030,12800,1200,2400,10640,7140,8000,4800,7040,3060,3520,8400,8000,7200,6400,8000,12420,2720,4800,8960
